,company_name,old,total_employees,cities,type,industry,rating
15040,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15041,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15042,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15043,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15044,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15045,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15046,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15047,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15048,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15049,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15050,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15051,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15052,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15053,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15054,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15055,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15056,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15057,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15058,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15059,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15060,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15061,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15062,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15063,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15064,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15065,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15066,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15067,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15068,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15069,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15070,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15071,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15072,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15073,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15074,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15075,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15076,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15077,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15078,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15079,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15080,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15081,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15082,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15083,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15084,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15085,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15086,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15087,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15088,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15089,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15090,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15091,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15092,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15093,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15094,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15095,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15096,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15097,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15098,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15099,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15100,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15101,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15102,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15103,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15104,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15105,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15106,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15107,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15108,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15109,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15110,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15111,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15112,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15113,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15114,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15115,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15116,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15117,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15118,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15119,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15120,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15121,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15122,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15123,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15124,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15125,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15126,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15127,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15128,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15129,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15130,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15131,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15132,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15133,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15134,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15135,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15136,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15137,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15138,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15139,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15140,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15141,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15142,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15143,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15144,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15145,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15146,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15147,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15148,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15149,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15150,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15151,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15152,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15153,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15154,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15155,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15156,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15157,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15158,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15159,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15160,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15161,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15162,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15163,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15164,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15165,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15166,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15167,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15168,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15169,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15170,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15171,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15172,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15173,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15174,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15175,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15176,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15177,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15178,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15179,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15180,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15181,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15182,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15183,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15184,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15185,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15186,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15187,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15188,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15189,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15190,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15191,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15192,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15193,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15194,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15195,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15196,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15197,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15198,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15199,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15200,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15201,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15202,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15203,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15204,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15205,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15206,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15207,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15208,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15209,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15210,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15211,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15212,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15213,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15214,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15215,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15216,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15217,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15218,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15219,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15220,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15221,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15222,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15223,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15224,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15225,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15226,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15227,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15228,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15229,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15230,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15231,TCS, 56 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15232,Accenture, 35 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15233,Cognizant, 30 years old , 1 Lakh+ Employees ,Noida,Forbes Global 2000,It Services & Consulting,3-4
15234,Wipro, 79 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15235,Capgemini, 57 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15236,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Noida,Public,Banking,3-4
15237,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Noida,Public,Banking,3-4
15238,Infosys, 43 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15239,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15240,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15241,Genpact, 27 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15242,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Noida,Public,Banking,3-4
15243,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Noida,Forbes Global 2000,Bpo,3-4
15244,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Noida,Public,Bpo,3-4
15245,Jio, 6 years old , 50k-1 Lakh Employees ,Noida,Public,Telecom,3-4
15246,Amazon, 30 years old , 1 Lakh+ Employees ,Noida,Public,Internet,4-5
15247,IBM, 113 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,4-5
15248,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Noida,Public,Engineering & Construction,4-5
15249,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15250,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15251,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15252,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15253,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15254,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15255,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15256,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
