,company_name,company_rating,old,total_employees,cities,type,industry
4736,WISSEN BAUM ENGINEERING SOLUTIONS LLP,4.5,,,Pune,,
4737,AnviTechSys,4.7,,,Pune,,
4738,Challenger Sweepers,3.1,,,Pune +2 more,,
4739,Technogeeks,4.3,,, Pune,,
4740,Travstore Travel Management,4.6, 12 years old , 51-200 Employees (Global) , Pune +1 more,,
4741,Pmpml,4.1,,,Pune,,
4742,Consistent System,3.6,,11-50 Employees (Global) , Pune +1 more,,
4743,RSR Infotech India Pvt Ltd,4.8,,,Pune +4 more,,
4744,Warade Packtech,4.1,,51-200 Employees , Pune +1 more,,
4745,Vignet It Solutions,3.0,, 51-200 Employees , Pune,,
4746,Ecopack India Paper Cup,3.0,,11-50 Employees , Pune +4 more,,
4747,Dimakh Consultants,4.1,, 11-50 Employees , Pune,,
4748,Meine Kuche,4.8, 16 years old , 51-200 Employees , Pune,,
4749,e-Dictate IT Solutions,3.5,,51-200 Employees , Pune +1 more,,
4750,Softmatic Technologies,4.3,,,Pune,,
4751,Net Gyani IT Services,4.8, 13 years old ,1-10 Employees (Global) , Pune,,
4752,Dench Technologies,4.4,,,Pune,,
4753,Vesan Engineering,4.2,,,Pune +2 more,,
4754,"Dr. D. Y. Patil Arts, Commerce & Science College",4.4,, 51-200 Employees , Pune +1 more,,
4755,Holzoo Online,3.9,,11-50 Employees , Pune,,
4756,UBIQTAS TECHNOLOGIES,4.3,,501-1k Employees , Pune,,
4757,Edison Infotech,4.5,,,Pune,,
4758,Hardcastle GIS Solutions,3.7, 13 years old ,51-200 Employees , Pune,,
4759,PROPERTY JUNCTION,4.5,, 51-200 Employees , Pune +3 more,,
4760,Warade Packtech,4.1,,51-200 Employees , Pune +1 more,,
4761,Vignet It Solutions,3.0,, 51-200 Employees , Pune,,
4762,Ecopack India Paper Cup,3.0,,11-50 Employees , Pune +4 more,,
4763,Guardian Promoters And Developers,4.9,,,Pune +1 more,,
4764,Webomaze Technologies,4.3, 10 years old , 51-200 Employees , Pune +2 more,,
4765,Aayansh Germinate Pvt. ltd.,3.4, 8 years old , 11-50 Employees , Pune,,
4766,Ecomak Systems,3.9, 31 years old , 51-200 Employees , Pune,,
4767,Elixir Soltek,3.5,,51-200 Employees , Pune +6 more,,
4768,APRG Technologies,4.1,,,Pune +1 more,,
4769,Atlas Castalloy,4.4,,51-200 Employees , Pune +1 more,,
4770,Pudhari Publications,4.1, 85 years old , 501-1k Employees , Pune +10 more,,
4771,Cadcamguru Solutions,4.8,, 11-50 Employees , Pune,,
4772,Vishwakarma Institute of Technology,2.6,, 201-500 Employees , Pune +1 more,,
4773,Alcob,3.1,,51-200 Employees , Pune +1 more,,
4774,Leoni Wiring System Pvt Ltd Pune,3.5,, 1-10 Employees , Pune,,
4775,The Four Fountains Spa,4.6, 17 years old , 51-200 Employees , Pune +7 more,,
4776,TietoEnator Software Technologies,4.9,,, Pune +1 more,,
4777,Prologic Mechatronics,2.7,,, Pune,,
4778,ChiStats,4.9, 5 years old , 11-50 Employees , Pune, Startup ,IT Services & Consulting 
4779,UNBOUND B2B,3.5,,,Pune,,
4780,Global Technology,4.1,,1k-5k Employees , Pune +6 more,,
4781,Psr Toolings,4.3,,,Pune,,
4782,Proceca Engineers And Automation,4.8,,,Pune +1 more,,
4783,Move One,2.4,,1-10 Employees , Pune +1 more,,
4784,Edison Infotech,4.5,,,Pune,,
4785,Hardcastle GIS Solutions,3.7, 13 years old ,51-200 Employees , Pune,,
4786,Vivero International Pre-School,3.9,,, Hyderabad / Secunderabad +5 more,,
4787,Dexciss Technology,4.2,,11-50 Employees , Pune,,
4788,SageSurfer,2.0,,1-10 Employees , Pune,,
4789,Techniche Engineering,2.3, 11 years old , 11-50 Employees (Global) , Pune,,
4790,UBIQTAS TECHNOLOGIES,4.3,,501-1k Employees , Pune,,
4791,Holzoo Online,3.9,,11-50 Employees , Pune,,
4792,Retail Solutions Inc.,3.4, 21 years old , 51-200 Employees , Pune +1 more,,
4793,APPRICITY IT SERVICE,4.5,,,Pune,,
4794,Haze-Busting Consultancy Services,4.9,,,Pune,,
4795,Windmill Smart Solutions,3.3, 12 years old , 51-200 Employees (Global) , Pune,,
4796,Aventior,3.2,,,Pune,,
4797,Softview Technologies,4.4,,,Hyderabad / Secunderabad +1 more,,
4798,Tristone Flowtech,4.6,,,Pune,,
4799,JISA Softech,2.8,,,Pune,,
4800,Asmita Engineering Equipments,4.1,,11-50 Employees , Pune +1 more,,
4801,Daechang Seat Automotive,3.5,,,Pune +13 more,,
4802,Zplus Cyber Secure Technologies,4.5,,,Pune,,
4803,Digigrowhub,4.7,, 51-200 Employees , Pune +1 more,,
4804,Avante Codeworx,4.4,,,Pune,,
4805,Desi Farms,2.9, 8 years old , 11-50 Employees , Pune +1 more,,
4806,WebNetiz Solutions,4.0,,,Pune +1 more,,
4807,RHEOMOLD,3.8,,,Pune,,
4808,Zielotech Infosolutions,4.0,,11-50 Employees , Pune +1 more,,
4809,Dynamic Corporate Solutions,3.7,,,Pune,,
4810,Intelliquity Consulting Services,3.2,, 11-50 Employees , Pune,,
4811,ARMS ACADEMY,4.3,,,Pune,,
4812,A.G Diagnostics,4.9, 46 years old ,10k-50k Employees , Pune,,
4813,Punch Powertrain,4.1,,51-200 Employees , Pune,,
4814,JBK Technologies,3.9,,,Pune,,
4815,Visulon Technologies,2.7,,,Pune,,
4816,Qasolve.ai,5.0,,,Pune,,
4817,Cogniwize,2.6,,,Pune,,
4818,goEgo Network,3.0, 5 years old ,11-50 Employees , Pune,,
4819,Adflix Media,4.5,,,Pune +1 more,,
4820,The Universal Business Hub,4.9, 6 years old , 201-500 Employees , Pune,,
4821,Enea Openwave,3.2,,,Pune +1 more,,
4822,Progile Infotech,4.7,,,Pune,,
4823,Progressive InfraProject India,3.7,,,Pune,,
4824,Wayne Education,4.4,,,Pune +1 more,,
4825,A Advani Realty,4.8, 19 years old , 11-50 Employees (Global) , Pune,,
4826,SmartKargo,4.1,,,Pune,,
4827,CityLink Technology Solutions,3.2,,,Pune,,
4828,The Academy School,3.6,,,Pune,,
4829,Teleglobal International,3.1, 5 years old , 201-500 Employees (Global) , Pune +1 more,,
4830,SpazeVision,2.5,,,Pune +1 more,,
4831,Just Logic Software,4.5,,,Pune +1 more,,
4832,Futops,3.2,,,Pune,,
4833,Electra EV,3.8,,,Pune +7 more,,
4834,Cybus Solutions,4.1,,11-50 Employees , Pune +1 more,,
4835,Spolto,4.6, 3 years old , 11-50 Employees , Pune,,
4836,Invimatic Technologies,4.0,,,Pune,,
4837,Groots Software Technologies,2.6,,, Pune,,
4838,Chitale Bandhu Mithaiwale,4.7,, 51-200 Employees , Pune +5 more,,
4839,Niche Software Solutions,4.8,, 51-200 Employees , Pune,,
4840,The Kiran Academy,4.0,,,Pune,,
4841,Nutrivita Foods,4.6,,51-200 Employees , Pune +1 more,,
4842,Go First,3.7, 19 years old , 1k-5k Employees , Pune +34 more, Public ,Aviation 
4843,Creliant Software,3.2, 7 years old , 11-50 Employees , Pune,,
4844,N S Precision Works,3.9,,51-200 Employees , Pune +2 more,,
4845,Anonymous Content,4.2, 25 years old ,51-200 Employees (Global) , Pune +14 more,,
4846,Moonraft Innovation Labs,3.7, 16 years old ,51-200 Employees , Pune +1 more,,
4847,Spacons EPC,3.2,,,Pune +3 more,,
4848,Quest Integrity,4.4,,,Pune +2 more,,
4849,Veltuz Software,4.8,,,Pune,,
4850,Jombay,2.8, 14 years old , 11-50 Employees , Pune,,
4851,CHEP,4.0, 78 years old , 51-200 Employees , Pune +14 more,,
4852,Geneombio Technologies,4.2, 19 years old ,, Pune,,
4853,Urban Ladder,3.8, 12 years old , 501-1k Employees , Pune +30 more, Startup ,Furniture & Furnishing 
4854,Semac Consultants,4.0, 55 years old , 201-500 Employees , Pune +11 more,,
4855,Bahwan CyberTek,3.9, 25 years old , 1k-5k Employees , Pune +19 more,,
4856,Prorigo Software,3.6, 16 years old , 11-50 Employees , Pune +2 more,,
4857,Maharashtra Rail Infrastructure Development Corporation,3.7,, 51-200 Employees , Pune +8 more,Government ,
4858,Alchemy Solutions,3.6, 24 years old , 51-200 Employees , Pune +14 more,,
4859,Karvy Stock Broking,3.6, 34 years old ,1k-5k Employees , Pune +100 more,,
4860,CRYSTAL CROP PROTECTION,3.9, 44 years old , 1k-5k Employees , Pune +67 more, Public ,Agro Chemicals 
4861,Apollo Clinic,4.0, 22 years old , 201-500 Employees , Pune +34 more, Public ,Healthcare 
4862,Mayur Industries,3.6, 39 years old , 201-500 Employees , Pune +13 more,,
4863,Trimble,4.2, 46 years old , 1k-5k Employees , Pune +14 more, Forbes Global 2000 ,IT Services & Consulting 
4864,Prolifics Corporation,3.6, 46 years old , 1k-5k Employees , Pune +5 more,,
4865,Diageo,4.0, 27 years old , 1k-5k Employees , Pune +82 more, Public ,Beverage 
4866,Minitek Systems,4.5, 29 years old , 51-200 Employees , Pune +3 more,,
4867,Prabhat Dairy,3.8, 26 years old , 201-500 Employees , Pune +22 more, Public ,FMCG 
4868,B. K. Khare & Co,3.1, 69 years old , 11-50 Employees , Pune +4 more,,
4869,Bonace Engineers,4.0, 29 years old , 201-500 Employees , Pune +39 more,,
4870,House Of Anita Dongre,4.2, 26 years old , 1k-5k Employees , Pune +43 more,,
4871,Biltech Building Elements,3.7, 31 years old , 201-500 Employees , Pune +13 more,,
4872,Baumuller India,4.6, 15 years old ,11-50 Employees , Pune +2 more,,
4873,Ray Engineering,4.0, 18 years old , 11-50 Employees , Pune +22 more,,
4874,Nsquare Xperts,3.9,,11-50 Employees , Pune,,
4875,Laxmi Organic Industries,4.2, 32 years old , 501-1k Employees , Pune +12 more, Public ,Chemicals 
4876,Echjay Industries,3.9, 54 years old , 1k-5k Employees , Pune +5 more,,
4877,NextBridge Solutions,2.8,,,Pune +1 more,,
4878,Ars Traffic And Transport Technology,2.7, 27 years old , 51-200 Employees , Pune +10 more,,
4879,qualitas global pune,,,,Pune,,
4880,PhoenixZone Technologies,4.9,,,Pune,,
4881,Embassy Group,4.1, 31 years old , 501-1k Employees , Pune +13 more,,
4882,Domino Printech,4.1, 28 years old , 201-500 Employees , Gurgaon/Gurugram +24 more,,
4883,ICICI Merchant Service,4.0, 15 years old , 501-1k Employees , Mumbai +46 more,,
4884,Nature's Basket,3.8, 19 years old , 501-1k Employees , Mumbai +9 more,,
4885,Economy Process Solutions,4.2,,51-200 Employees , Pune +1 more,,
4886,Mograsys Technologies,3.6, 20 years old , 51-200 Employees , Pune +4 more,,
4887,Legacy Lifespaces,4.4,,,Pune +1 more,,
4888,Montek Tech Services,4.2, 13 years old , 51-200 Employees , Pune,,
4889,Ashirvad Pipes,4.1, 49 years old , 1k-5k Employees , Bangalore/Bengaluru +84 more,,
4890,Vaco Binary Semantics,3.6, 8 years old , 1k-5k Employees , Gurgaon/Gurugram +31 more,,
4891,ExtraaEdge,4.3, 9 years old , 51-200 Employees , Pune, Startup ,IT Services & Consulting 
4892,Invezza Technologies,4.0,, 11-50 Employees , Pune,,
4893,Medsynaptic,4.3, 21 years old , 51-200 Employees , Pune +2 more,,
4894,Indotech Industrial Solutions,4.0,,11-50 Employees , Pune +3 more,,
4895,Absolute Barbecues,4.2, 11 years old , 201-500 Employees , Hyderabad +18 more,,
4896,PROWIZ MANSYSTEMS,3.4, 22 years old , 5k-10k Employees , Noida +10 more,,
4897,Klug Avalon Mechatronics,4.2,,51-200 Employees , Pune,,
4898,Boyd & Moore Executive Search,4.0,, 51-200 Employees ,,,
4899,Delmon Solutions,3.8, 15 years old , 51-200 Employees , Pune +2 more,,
4900,Runwal Group,3.7, 46 years old , 201-500 Employees , Pune +7 more,,
4901,DigiHelic,4.5,,,Pune +1 more,,
4902,EarnWealth Solutions,2.5, 10 years old , 11-50 Employees , Pune +1 more, Startup ,Internet 
4903,Toshiba Software India,3.6, 22 years old , 1k-5k Employees , Pune +6 more,,
4904,Indo German Tool Room,4.0, 29 years old , 51-200 Employees , Pune +15 more,Government ,
4905,Inuxu Digital Media Technologies,4.5,, 51-200 Employees , Pune +1 more,,
4906,Yashaswi Group,4.2, 40 years old , 501-1k Employees , Pune +16 more,,
4907,Teamultima Services,3.5,,,Pune +7 more,,
4908,Saakshi Machine And Tools,3.9, 23 years old , 201-500 Employees (Global) , Pune,,
4909,Rysun Labs,3.4, 23 years old , 201-500 Employees , Pune +5 more,,
4910,G Square Techsystems,3.2,,51-200 Employees , Pune +1 more,,
4911,MangoApps,3.7, 16 years old , 51-200 Employees , Pune,,
4912,Sattva Human Recruitment Services India,4.2,,,Pune,,
4913,ARK Infosolutions,4.0, 12 years old , 201-500 Employees , Pune +10 more,,
4914,Tredence,3.6, 11 years old , 1k-5k Employees , Pune +6 more,,
4915,V.S.T Tillers Tractors,3.6, 57 years old , 201-500 Employees , Pune +45 more, Public ,Industrial Machinery 
4916,Karvy Data Management,3.2,,,Pune +39 more,,
4917,Aquacare Solution Enviro Engineers,4.6,,11-50 Employees (Global) , Pune +1 more,,
4918,DAO EVTech,2.3,5 years old ,, Pune +1 more,,
4919,Komatsu Mining,4.0,,51-200 Employees , Pune +1 more,,
4920,SAI AGRO TEL,4.7,, 11-50 Employees , Pune +1 more,,
4921,TripStack,3.1,,,Pune,,
4922,SMS Group,4.3, 153 years old , 1k-5k Employees , Pune +16 more,,
4923,Rakhoh Industries,3.2,,51-200 Employees , Pune +1 more,,
4924,Marico,4.1, 36 years old , 1k-5k Employees , Pune +149 more, Public ,FMCG 
4925,Exotech Plastics,3.9, 28 years old ,51-200 Employees , Pune +2 more,,
4926,Infinite Technologies,3.9, 16 years old ,, Pune +6 more,,
4927,Bharat Benz,4.1, 13 years old , 1k-5k Employees , Pune +60 more,,
4928,Invimatic Technologies,4.0,,,Pune,,
4929,Coffee Day,3.4, 31 years old , 1k-5k Employees , Pune +30 more,,
4930,Nutrivita Foods,4.6,,51-200 Employees , Pune +1 more,,
4931,Globus Stores,3.8, 26 years old , 501-1k Employees , Pune +30 more,,
4932,Go First,3.7, 19 years old , 1k-5k Employees , Pune +34 more, Public ,Aviation 
4933,Zuari Agro Chemicals,4.1, 57 years old , 501-1k Employees , Pune +44 more, Public ,Agro Chemicals 
4934,Ubique Systems,2.8, 24 years old , 11-50 Employees , Pune +10 more,,
4935,Arezzo Sky,3.4,, 51-200 Employees , Pune,,
4936,Creliant Software,3.2, 7 years old , 11-50 Employees , Pune,,
4937,Godfrey Phillips India,4.1, 91 years old , 501-1k Employees , Pune +83 more, Public ,FMCG 
4938,NTT,4.0, 18 years old , 10k-50k Employees , Pune +38 more,,
4939,Electrical Maintenance,3.9,,1-10 Employees , Pune +58 more,,
4940,Telesonic Networks,3.7, 15 years old , 5k-10k Employees , Pune +44 more, Public ,Telecom 
4941,Wipfli,4.2, 94 years old , 201-500 Employees , Pune +3 more,,
4942,Anand Rathi Wealth Management,3.4,, 501-1k Employees , Pune +11 more,,
4943,Paragon Solutions,3.9, 42 years old , 201-500 Employees (Global) , Pune +2 more,,
4944,Equinox,3.9, 17 years old , 11-50 Employees , Pune +10 more,,
4945,Vaal Triangle Systems,4.0, 19 years old , 11-50 Employees (Global) , Pune,,
4946,Danieli Centro Combustion,3.0,,51-200 Employees (Global) , Pune,,
4947,Austere Systems Private Limited,2.8,, 51-200 Employees , Pune +2 more,,
4948,Acer India,4.2, 48 years old , 51-200 Employees , Pune +31 more, Public ,IT Services & Consulting 
4949,SpadeWorx Software Services,4.6, 18 years old , 51-200 Employees , Pune,,
4950,Samsonite,4.3, 114 years old , 501-1k Employees , Pune +46 more,,
4951,Chitale Bandhu Mithaiwale,4.7,, 51-200 Employees , Pune +5 more,,
4952,Edelweiss Broking,3.7, 29 years old , 5k-10k Employees , Pune +36 more,,
4953,Ampacet Speciality Products,3.5,,,Pune +2 more,,
4954,B S R & Co Llp,3.5,, 5k-10k Employees , Pune +19 more,,
4955,The Learning Curve,4.3, 12 years old , 11-50 Employees , Pune +8 more,,
4956,Same Deutz-fahr,3.5, 97 years old , 501-1k Employees , Pune +11 more,,
4957,Trimax IT Infrastructure Services,3.5, 29 years old , 1k-5k Employees , Pune +70 more,,
4958,Tafe Motors & Tractors,4.0,, 1k-5k Employees , Pune +49 more,,
4959,Pitambari Products,4.1, 38 years old , 1k-5k Employees , Pune +41 more,,
4960,House Of Anita Dongre,4.2, 26 years old , 1k-5k Employees , Pune +43 more,,
4961,Minitek Systems,4.5, 29 years old , 51-200 Employees , Pune +3 more,,
4962,Tafe Motors & Tractors,4.0,, 1k-5k Employees , Pune +49 more,,
4963,Micromax Informatics,3.7, 24 years old , 1k-5k Employees , Pune +109 more,,
4964,Baumuller India,4.6, 15 years old ,11-50 Employees , Pune +2 more,,
4965,Ray Engineering,4.0, 18 years old , 11-50 Employees , Pune +22 more,,
4966,Biltech Building Elements,3.7, 31 years old , 201-500 Employees , Pune +13 more,,
4967,Prabhat Dairy,3.8, 26 years old , 201-500 Employees , Pune +22 more, Public ,FMCG 
4968,Laxmi Organic Industries,4.2, 32 years old , 501-1k Employees , Pune +12 more, Public ,Chemicals 
4969,Snowman Logistics,4.1, 28 years old , 201-500 Employees , Pune +24 more, Public ,Logistics 
4970,Bayer,4.2, 161 years old , 10k-50k Employees , Pune +95 more, Public ,Pharma 
4971,Mayur Industries,3.6, 39 years old , 201-500 Employees , Pune +13 more,,
4972,Medsynaptic,4.3, 21 years old , 51-200 Employees , Pune +2 more,,
4973,Equifax,3.5, 14 years old , 201-500 Employees , Pune +10 more, Public ,IT Services & Consulting 
4974,Diageo,4.0, 27 years old , 1k-5k Employees , Pune +82 more, Public ,Beverage 
4975,Indotech Industrial Solutions,4.0,,11-50 Employees , Pune +3 more,,
4976,Kaizen Institute,2.6, 39 years old ,51-200 Employees , Pune +1 more,,
4977,Prolifics Corporation,3.6, 46 years old , 1k-5k Employees , Pune +5 more,,
4978,Kimaya Infotech,2.5,, 11-50 Employees , Pune,,
4979,Apollo Clinic,4.0, 22 years old , 201-500 Employees , Pune +34 more, Public ,Healthcare 
4980,Veltuz Software,4.8,,,Pune,,
4981,NRB Bearings,4.2, 59 years old , 1k-5k Employees , Pune +16 more, Public ,Auto Components 
4982,Jombay,2.8, 14 years old , 11-50 Employees , Pune,,
4983,CHEP,4.0, 78 years old , 51-200 Employees , Pune +14 more,,
4984,Geneombio Technologies,4.2, 19 years old ,, Pune,,
4985,Bahwan CyberTek,3.9, 25 years old , 1k-5k Employees , Pune +19 more,,
4986,Accurate Auto Comps,4.0,,51-200 Employees , Pune,,
4987,Hendrickson India,4.5,,,Pune,,
4988,Bootstart Spaces & Hospitality,4.8,,51-200 Employees , Pune +3 more,,
4989,Storopack,3.3,,11-50 Employees , Pune +1 more,,
4990,Varad Automation And Robotics,3.7,,,Pune,,
4991,High Street Essentials,4.3,, 501-1k Employees , Pune +26 more,,
4992,Talegaonkar Profiles,2.8,,,Pune +4 more,,
4993,Twenty Twenty Interior Design Software (India),4.2, 37 years old , 51-200 Employees , Pune,,
4994,Ewac Alloys,4.2, 62 years old , 51-200 Employees , Pune +32 more,,
4995,ExlTech Solutions,3.1,,, Pune +6 more,,
4996,Eaton Industries Manufacturing GmbH,4.5,,,Pune +7 more,,
4997,Opus Consulting,3.4,,501-1k Employees , Pune +1 more,,
4998,Garve Hyundai,3.7,,,Pune +1 more,,
4999,Wakefit,4.2, 8 years old , 1k-5k Employees , Pune +31 more, Startup ,Furniture & Furnishing 
5000,ACG Pharmapack,3.9, 60 years old , 51-200 Employees , Pune +6 more,,
5001,Bharat Mechatronics,4.0,,, Pune,,
5002,InfraCloud Technologies,3.7, 8 years old , 51-200 Employees , Pune +1 more,,
5003,Ginger Hotels,4.3, 21 years old , 501-1k Employees , Pune +31 more,,
5004,MD Consultancy Solutions,4.3,,,Pune,,
5005,Shri Samarth Engineering,4.1,,,Pune +4 more,,
5006,Dataeaze Systems,4.4, 9 years old , 51-200 Employees , Pune,,
5007,Callisons Flavors,4.4,,,Pune,,
5008,Technogise Private Limited,4.5, 9 years old , 51-200 Employees , Pune,,
5009,Riddhi Corporate Services,3.9, 14 years old , 11-50 Employees , Pune +32 more, Public ,IT Services & Consulting 
5010,Sbr Machine,3.5,,, Pune +1 more,,
5011,Eicher Motors,4.2, 42 years old , 5k-10k Employees , Pune +81 more, Public ,Automobile 
5012,Pramerica Life Insurance,4.0, 10 years old , 1k-5k Employees , Pune +116 more,,
5013,Golden Relief Resources,3.2, 17 years old , 51-200 Employees , Pune +1 more,,
5014,EKA Mobility,3.2,,,Pune +1 more,,
5015,Lindstrom Services,4.0, 176 years old , 501-1k Employees , Pune +15 more,,
5016,Mobonic Software Solutions,4.7, 10 years old ,, Pune,,
5017,Wingfires Technologies,4.7,,,Pune +1 more,,
5018,Dr. Batras' Positive Health Clinic,3.6, 42 years old , 5k-10k Employees , Pune +81 more,,
5019,PI Industries,4.2, 77 years old , 1k-5k Employees , Pune +88 more, Public ,Agro Chemicals 
5020,Storopack,3.3,,11-50 Employees , Pune +1 more,,
5021,Ewac Alloys,4.2, 62 years old , 51-200 Employees , Pune +32 more,,
5022,Opus Consulting,3.4,,501-1k Employees , Pune +1 more,,
5023,ACG Pharmapack,3.9, 60 years old , 51-200 Employees , Pune +6 more,,
5024,MD Consultancy Solutions,4.3,,,Pune,,
5025,Bharat Mechatronics,4.0,,, Pune,,
5026,InfraCloud Technologies,3.7, 8 years old , 51-200 Employees , Pune +1 more,,
5027,Callisons Flavors,4.4,,,Pune,,
5028,Lindstrom Services,4.0, 176 years old , 501-1k Employees , Pune +15 more,,
5029,Golden Relief Resources,3.2, 17 years old , 51-200 Employees , Pune +1 more,,
5030,Silaris Informations,3.2, 13 years old , 1k-5k Employees , Pune +19 more,,
5031,EKA Mobility,3.2,,,Pune +1 more,,
5032,Pramerica Life Insurance,4.0, 10 years old , 1k-5k Employees , Pune +116 more,,
5033,Avanse Financial Services,4.0, 12 years old , 501-1k Employees , Pune +23 more, Startup ,Financial Services 
5034,Cyncly,4.3,,,Pune +1 more,,
5035,MateBench Software,3.8,,,Pune,,
5036,SoftFlame Solutions,4.3, 25 years old , 11-50 Employees (Global) , Pune,,
5037,The Bishop's School,4.0,, 51-200 Employees , Pune +2 more,,
5038,Axayya Alloys,3.5,,,Pune +1 more,,
5039,KSH Distriparks,3.7,, 51-200 Employees , Pune +1 more,,
5040,Indian Institute of Tropical Meteorology,4.9, 62 years old , 51-200 Employees , Pune,,
5041,Metapercept Technology Services,2.9,, 51-200 Employees , Pune +1 more,,
5042,Maharashtra State Road Transport Corporation,4.3, 76 years old , 1 Lakh+ Employees , Pune +28 more,,
5043,Atharva Foundries,4.0, 16 years old ,201-500 Employees , Pune +2 more,,
5044,Towell Engineering International,4.0,,,Pune +6 more,,
5045,INDOMAX,4.3,,,Pune,,
5046,Neel Metal Products,4.1, 41 years old , 501-1k Employees , Pune +32 more,,
5047,BridgeLabz Solutions,3.4, 8 years old , 201-500 Employees , Pune +11 more, Startup ,EdTech 
5048,MEGA EPC PROJECTS,3.8,,,Pune,,
5049,Trivim Techno Crafts,1.0,,,Pune,,
5050,CareerNet Technologies,3.6,,,Pune +13 more,,
5051,Cyncly,4.3,,,Pune +1 more,,
5052,Goyal Properties,4.0, 38 years old , 11-50 Employees (Global) , Pune +1 more,,
5053,Ukay Metal Industries,3.9, 36 years old , 501-1k Employees , Pune +6 more,,
5054,Applied Cloud Computing,3.0, 14 years old , 51-200 Employees , Pune +5 more,,
5055,PBMA's H. V. Desai Eye Hospital,4.1,,,Pune +3 more,,
5056,KOKBAN AUTOMATION,2.7,,1-10 Employees , Pune +2 more,,
5057,Jash Data Sciences,4.3, 5 years old , 11-50 Employees , Pune,,
5058,B R Industries,3.3, 29 years old ,, Pune +4 more, Public ,Industrial Machinery 
5059,CludoBits IT Solutions,3.7,,,Pune,,
5060,Infinova India,3.5,,51-200 Employees , Pune +1 more,,
5061,Hiranandani Financial Services,4.2, 7 years old , 201-500 Employees , Pune +52 more,,
5062,Computacenter,4.3, 43 years old , 1k-5k Employees , Pune +8 more,,
5063,Shelke Constructions,3.9,,,Pune +4 more,,
5064,Crimson Anisha Global School,4.0,,,Pune,,
5065,Niramaya Hospital,3.9, 24 years old , 51-200 Employees (Global) , Pune +6 more,,
5066,Shree Constructions,3.7,, 51-200 Employees , Pune +20 more,,
5067,NG Rathi Associates,3.3,,,Pune,,
5068,Wardwizard Innovations & Mobility,4.1, 8 years old , 51-200 Employees , Pune +29 more, Public ,Automobile 
5069,Quantiphi Analytics Solutions Private Limited,3.1, 11 years old , 1k-5k Employees , Pune +11 more, Startup ,IT Services & Consulting 
5070,Delfine India Tech,4.4,,,Pune,,
5071,Tru Performance,3.4,,,Pune,,
5072,Rahul Construction,4.1,,, Pune +9 more,,
5073,Mobonic Software Solutions,4.7, 10 years old ,, Pune,,
5074,Godrej Housing Finance,3.3,,201-500 Employees , Pune +8 more,,
5075,GlaxoSmithKline Pharmaceuticals,4.2, 194 years old , 1k-5k Employees , Pune +179 more, Fortune India 500 ,Pharma 
5076,Vitalife Health Services,4.2, 17 years old , 51-200 Employees , Pune +2 more,,
5077,SAVIC Technologies,3.3, 8 years old , 201-500 Employees , Pune +14 more,,
5078,Bits In Glass,3.5,,,Pune +4 more,,
5079,ZF India Technology Center,3.7, 109 years old , 10k-50k Employees , Pune +6 more,,
5080,Aethereus Consulting,3.8,,,Pune,,
5081,Inditech Valves,4.4, 24 years old ,11-50 Employees , Pune,,
5082,Quloi,3.6,, 11-50 Employees , Pune,,
5083,Konnect Consultancy Services,4.4,,,Pune,,
5084,Satyam Venture Engineering Services,3.9, 24 years old , 1k-5k Employees , Pune +15 more,,
5085,Fusionstak Technologies,2.5,, 11-50 Employees , Pune +2 more,,
5086,Romsons Group Of Industries,3.9, 72 years old , 201-500 Employees , Pune +46 more,,
5087,Unity Small Finance Bank,3.8,, 1k-5k Employees , Pune +50 more,,
5088,Theobroma Foods,3.9, 20 years old , 51-200 Employees , Pune +23 more,,
5089,SBFC Finance,3.8, 7 years old , 1k-5k Employees , Pune +157 more,,
5090,TruConnect Solutions,4.2, 13 years old ,, Pune,,
5091,Andreas Stihl,4.1,,51-200 Employees , Pune +6 more,,
5092,MAS Financial Services,3.7, 29 years old , 1k-5k Employees , Pune +99 more, Public ,Financial Services 
5093,Katalyst Software Services,3.3,, 201-500 Employees , Pune +3 more,,
5094,NR Switch N Radio Services,3.8, 26 years old , 501-1k Employees , Pune +60 more,,
5095,The Kalyani School,3.4, 9 years old , 51-200 Employees , Pune +1 more,,
5096,TRIMOORTY AUTODECO COMPONENTS,3.4,,51-200 Employees , Pune +1 more,,
5097,Soma Enterprises,4.2, 27 years old , 1k-5k Employees , Pune +44 more,,
5098,Milky Mist Dairy Food,3.6, 10 years old , 501-1k Employees , Pune +30 more, Startup ,Food Processing 
5099,Workday,4.4, 19 years old , 201-500 Employees , Pune +3 more,,
5100,Anshul Realties,2.7,,51-200 Employees , Pune,,
5101,Castomach Global,4.0,,,Pune +1 more,,
5102,B R Industries,3.3, 29 years old ,, Pune +4 more, Public ,Industrial Machinery 
5103,PBMA's H. V. Desai Eye Hospital,4.1,,,Pune +3 more,,
5104,Deloitte Digital,3.9, 7 years old , 10k-50k Employees , Pune +19 more,,
5105,Vineil Hitek Tooling Co,2.8,,,Pune +1 more,,
5106,"Aliengena Captive Pvt. Ltd,",2.9,,,Pune,,
5107,Husain A Shujai & Associates,3.6,,,Pune,,
5108,Vendekin Technologies,4.4,,,Pune,,
5109,Pcsoft Erp Solutions,3.0,,201-500 Employees , Pune +1 more,,
5110,Porter,4.2, 10 years old , 1k-5k Employees , Pune +24 more, Startup ,Internet 
