,company_name,company_rating,old,total_employees,cities,type,industry
931,EOSGlobe,3.1, 22 years old , 1k-5k Employees , Pune +17 more,,
932,TEKsystems,3.5, 41 years old , 1k-5k Employees , Pune +14 more,,
933,Softtech Engineers,3.6, 28 years old , 201-500 Employees , Pune +22 more, Public ,IT Services & Consulting 
934,National Chemical Laboratory,4.2, 74 years old , 501-1k Employees , Pune +1 more, Public ,Clinical Research 
935,Kinetic Engineering,3.7, 54 years old , 501-1k Employees , Pune +10 more, Public ,Auto Components 
936,Speed Engineering Solutions,3.5, 18 years old , 51-200 Employees , Pune +1 more,,
937,Dana TM4,4.4,, 51-200 Employees , Pune +3 more,,
938,Kirloskar Ebara Pumps,3.7, 36 years old , 201-500 Employees , Pune +6 more, Public ,Industrial Machinery 
939,TUV SUD,4.0, 158 years old , 1k-5k Employees , Pune +96 more,,
940,Softtech Engineers,3.6, 28 years old , 201-500 Employees , Pune +22 more, Public ,IT Services & Consulting 
941,TEKsystems,3.5, 41 years old , 1k-5k Employees , Pune +14 more,,
942,Intelizign Lifecycle Services,3.8, 18 years old , 501-1k Employees , Pune +4 more,,
943,Dar Al Handasah Consultants Shair And Partners,3.1,,,Pune +6 more,,
944,Infrabeat Technologies,4.1,, 51-200 Employees , Pune +2 more,,
945,Monjin Interviews,3.2, 10 years old , 51-200 Employees , Pune +6 more, Startup ,Software Product 
946,Indiabulls Home Loans,3.9, 19 years old , 5k-10k Employees , Pune +190 more, Public ,NBFC 
947,Courtyard by Marriott,4.2, 97 years old , 1k-5k Employees , Pune +35 more, Public ,Hospitality 
948,Madhav Limaye Consulting,3.7, 27 years old , 51-200 Employees , Pune +2 more,,
949,Clean Science And Technology,3.5, 18 years old , 501-1k Employees , Pune +4 more,,
950,L&T Construction,4.1, 80 years old , 5k-10k Employees , Pune +360 more, Public ,Engineering & Construction 
951,iPlaceUSA,3.9, 18 years old , 501-1k Employees , Pune,,
952,Ibg Fincon Solutions,4.0, 12 years old , 51-200 Employees , Pune +5 more,,
953,ANSYS,3.7, 54 years old , 501-1k Employees , Pune +5 more, Forbes Global 2000 ,IT Services & Consulting 
954,MindTickle,3.3, 13 years old , 201-500 Employees , Pune +5 more, Indian Unicorn ,IT Services & Consulting 
955,Sakal Media Group,3.8, 92 years old , 1k-5k Employees , Pune +18 more,,
956,Sphinx Worldbiz,3.5, 28 years old , 201-500 Employees , Pune +13 more,,
957,Global Talent Track,3.8, 16 years old , 501-1k Employees , Pune +7 more,,
958,Minda Vast Access Systems,4.3, 9 years old , 51-200 Employees , Pune +3 more,,
959,SCOPE T&M,3.6, 36 years old , 51-200 Employees , Pune +11 more,,
960,Sayaji Hotels,4.3, 37 years old , 1k-5k Employees , Pune +27 more, Public ,Hospitality 
961,SCOPE T&M,3.6, 36 years old , 51-200 Employees , Pune +11 more,,
962,KEC International,4.1, 79 years old , 5k-10k Employees , Pune +261 more, Public ,Engineering & Construction 
963,John Deere Financial,4.3, 187 years old , 5k-10k Employees , Pune +32 more,,
964,B U Bhandari Automotive,4.2, 55 years old , 51-200 Employees (Global) , Pune +2 more,,
965,PropTiger.com,4.2, 13 years old , 1k-5k Employees , Pune +14 more, Startup ,Internet 
966,Xcaliber Infotech,4.0, 16 years old , 1-10 Employees , Pune +1 more,,
967,JK Cement,4.2, 49 years old , 1k-5k Employees , Pune +244 more, Public ,Building Material 
968,Vinsys IT Services India Limited,4.2, 16 years old , 201-500 Employees , Pune +5 more, Public ,Education & Training 
969,DISYS,3.0, 30 years old , 201-500 Employees , Pune +12 more,,
970,Cushman & Wakefield,4.3, 107 years old , 1k-5k Employees , Pune +36 more,,
971,Blue Dart Express,4.1, 41 years old , 10k-50k Employees , Pune +234 more, Public ,Logistics 
972,Machintel,3.3, 25 years old , 201-500 Employees , Pune,,
973,Mojj Engineering Systems,3.9, 38 years old , 51-200 Employees , Pune +3 more,,
974,Shubham EPC,4.3, 26 years old , 201-500 Employees , Pune +6 more,,
975,Vfs Global Services,3.7, 23 years old , 1k-5k Employees , Pune +25 more,,
976,Labcorp,4.1,, 501-1k Employees , Pune +9 more, Forbes Global 2000 ,Healthcare 
977,ElringKlinger AG,3.7, 145 years old , 51-200 Employees , Pune +4 more,,
978,Vlms Global,4.4, 8 years old , 201-500 Employees , Pune +3 more,,
979,Dr D Y Patil Medical College,4.1, 28 years old , 1k-5k Employees , Pune +6 more,,
980,Shirodkar Preci Comp,4.4, 19 years old , 51-200 Employees , Pune +1 more,,
981,Kotak Mahindara Life Insurance,3.9, 23 years old , 10k-50k Employees , Pune +212 more, Public ,Insurance 
982,GreenPenn Outsourcing Business Advisory,3.5, 7 years old , 11-50 Employees , Pune +2 more,,
983,Keihin Fie,4.4, 68 years old , 1k-5k Employees , Pune +13 more,,
984,Marpu Foundation,4.9, 8 years old , 51-200 Employees , Pune +58 more,,
985,OPPO,4.0, 20 years old , 10k-50k Employees , Pune +354 more, Public ,Consumer Electronics & Appliances 
986,VA Tech Wabag,4.0, 100 years old , 501-1k Employees , Pune +41 more, Public ,Waste Management 
987,XL Dynamics,3.2, 22 years old , 1k-5k Employees , Pune +27 more,,
988,Noble Hospital,4.0, 28 years old , 501-1k Employees , Pune +19 more,,
989,Ever Electronics,4.3,, 51-200 Employees , Pune +3 more,,
990,TCL,4.1, 43 years old , 51-200 Employees , Pune +35 more, Forbes Global 2000 ,Consumer Electronics & Appliances 
991,SGS,4.0, 146 years old ,1k-5k Employees , Pune +111 more, Forbes Global 2000 ,
992,AQ Mechanical & Electrical Manufacturing,3.6,,51-200 Employees , Pune +2 more,,
993,Dura Automotive,3.4, 110 years old , 201-500 Employees , Pune +6 more,,
994,Crif High Mark Credit Information Services,3.7,, 51-200 Employees , Pune +3 more, Startup ,Analytics & KPO 
995,Autoone Engineering Services,3.2, 11 years old , 51-200 Employees , Pune +2 more,,
996,Edubridge Learning,4.1, 15 years old , 501-1k Employees , Pune +61 more,,
997,Techmaxx Engineering Services,4.5,,,Pune,,
998,Involute Technologies,3.7, 42 years old , 51-200 Employees , Pune +3 more,,
999,Sintex-bapl,3.8, 17 years old , 501-1k Employees , Pune +52 more, Public ,Petrochemicals 
1000,Involute Technologies,3.7, 42 years old , 51-200 Employees , Pune +3 more,,
1001,Muthoot Finance,3.6, 85 years old , 10k-50k Employees , Pune +645 more, Public ,NBFC 
1002,GE Aerospace,4.3,,,Pune +3 more,,
1003,Metro Services,3.5, 13 years old , 201-500 Employees , Pune,,
1004,Inamdar Multispeciality Hospital,4.2, 14 years old , 201-500 Employees , Pune +1 more,,
1005,Majesco,3.8, 42 years old , 1k-5k Employees , Pune +7 more, Public ,IT Services & Consulting 
1006,IBN Technologies,4.3, 25 years old , 51-200 Employees , Pune +3 more,,
1007,SMFG India Credit,4.1, 17 years old , 10k-50k Employees , Pune +484 more,,
1008,Kanerika Software,4.4, 9 years old , 51-200 Employees , Pune +3 more, Startup ,IT Services & Consulting 
1009,Suzlon Global Services,4.1,,51-200 Employees , Pune +52 more,,
1010,Zolo,3.5, 9 years old , 501-1k Employees , Pune +17 more, Startup ,Internet 
1011,Allied Digital Services,3.5, 29 years old , 1k-5k Employees , Pune +47 more, Public ,IT Services & Consulting 
1012,ID Medical,3.8, 22 years old , 201-500 Employees , Pune,,
1013,UPS Supply Chain Solutions,4.1, 22 years old , 201-500 Employees , Pune +13 more,,
1014,Ashok Leyland,4.1, 76 years old , 5k-10k Employees , Pune +216 more, Public ,Automobile 
1015,MindScripts Tech,3.5, 16 years old , 51-200 Employees , Pune +4 more,,
1016,Abk Imports,4.1,, 51-200 Employees , Pune +5 more,,
1017,Shalina Healthcare,3.4, 39 years old , 201-500 Employees , Pune +9 more,,
1018,SOPAN,4.0, 23 years old , 1k-5k Employees , Pune +25 more,,
1019,Borgward Technology India,4.5,, 51-200 Employees , Pune +1 more,,
1020,Pitaara,4.4,, 501-1k Employees , Pune +45 more,,
1021,Shree Venkatesh Buildcon,4.8,,51-200 Employees , Pune +1 more,,
1022,Aakash Educational Services,3.6, 36 years old , 5k-10k Employees , Pune +213 more,,
1023,Worldline Global Services,3.8, 50 years old , 1k-5k Employees , Pune +15 more,,
1024,Bit Hub Technology,4.7,,,Pune,,
1025,Info Edge,4.0, 29 years old , 5k-10k Employees , Pune +59 more, Public ,Internet 
1026,SoftDEL Systems,2.6, 25 years old , 201-500 Employees , Pune +1 more,,
1027,Supreme Industries,4.2, 82 years old , 5k-10k Employees , Pune +91 more, Public ,Petrochemicals 
1028,JetSynthesys,2.7, 12 years old , 201-500 Employees , Pune +2 more, Startup ,IT Services & Consulting 
1029,Pune Institute of Business Management,3.7, 17 years old , 201-500 Employees , Pune +7 more,,
1030,Advids,3.5, 15 years old , 201-500 Employees , Pune +11 more,,
1031,Enerrgia Skyi Developers,3.9, 11 years old , 51-200 Employees , Pune,,
1032,MAHLE Engineering,3.9,,201-500 Employees , Pune +1 more,,
1033,Electromech Material Handling Systems,3.9, 45 years old , 201-500 Employees , Pune +4 more,,
1034,Resilinc,3.5, 14 years old , 51-200 Employees , Pune,,
1035,Belden,4.4, 122 years old , 201-500 Employees , Pune +6 more,,
1036,EXFO,3.8, 39 years old , 201-500 Employees , Pune +2 more,,
1037,Clairvoyant India,4.0, 10 years old , 201-500 Employees , Pune +2 more,,
1038,Prognosticsoft Solutions,4.5, 12 years old , 11-50 Employees (Global) , Pune +1 more,,
1039,Purnartha Investment Advisors,3.6, 15 years old , 10k-50k Employees , Pune +11 more,,
1040,6Sense,3.5, 11 years old , 201-500 Employees , Pune +1 more, Startup ,Software Product 
1041,Mylab Discovery Solutions,3.3, 8 years old , 51-200 Employees , Pune +13 more, Startup ,Internet 
1042,Kider india,3.7, 16 years old , 501-1k Employees , Pune +1 more,,
1043,Trend Technologies,3.9, 21 years old ,51-200 Employees , Pune +2 more,,
1044,Wellness Forever Medicare,3.9, 16 years old , 1k-5k Employees , Pune +34 more,,
1045,Tracks Components,3.7, 22 years old ,1k-5k Employees , Pune +7 more,,
1046,Affinity Global Advertising,3.1, 18 years old , 51-200 Employees , Pune +3 more,,
1047,The Cosmos Co-operative Bank,3.6, 118 years old , 1k-5k Employees , Pune +23 more,,
1048,Rialtes Technologies,2.0,, 11-50 Employees , Pune +2 more,,
1049,MAHLE Holding (India),3.8,, 1k-5k Employees , Pune +3 more,,
1050,Verinite Technologies,4.0, 13 years old , 51-200 Employees , Pune +1 more,,
1051,Nagarjuna Construction Company,4.2, 26 years old , 5k-10k Employees , Pune +221 more, Public ,Engineering & Construction 
1052,Symbiosis International University,3.6, 53 years old , 501-1k Employees , Pune +6 more,,
1053,Nokia,4.2, 159 years old , 10k-50k Employees , Pune +149 more, Forbes Global 2000 ,Telecom 
1054,Searce Logistics Analytics,3.8, 20 years old , 201-500 Employees , Pune +2 more,,
1055,MMACH Design,4.8,, 51-200 Employees , Pune +10 more,,
1056,The DataTech Labs,4.3, 4 years old , 201-500 Employees , Pune +1 more,,
1057,Westin,4.0, 94 years old , 1k-5k Employees , Pune +26 more,,
1058,BNT SOFT,4.1,, 51-200 Employees , Pune +1 more,,
1059,Amura Marketing Technologies,3.9, 15 years old , 51-200 Employees , Pune +2 more,,
1060,Givaudan,4.1, 129 years old , 51-200 Employees , Pune +9 more, Forbes Global 2000 ,Beauty & Personal Care 
1061,Indus Health Plus,3.4, 24 years old , 201-500 Employees , Pune +15 more,,
1062,Kores,3.8, 88 years old , 1k-5k Employees , Pune +32 more, Conglomerate ,FMCG 
1063,Ronch Polymers,3.2, 29 years old , 51-200 Employees , Pune +5 more,,
1064,Wheels,4.1, 62 years old , 1k-5k Employees , Pune +35 more, Public ,Auto Components 
1065,Sandhar Technologies,3.9, 37 years old , 1k-5k Employees , Pune +28 more, Public ,Auto Components 
1066,Data Bridge Market Research,2.6, 9 years old , 201-500 Employees , Pune +4 more,,
1067,Rehau Polymers,3.5, 27 years old , 501-1k Employees , Singapore +21 more,,
1068,Rij Engineering,4.2, 33 years old , 51-200 Employees , Pune +4 more,,
1069,Capco Technologies,3.7, 26 years old , 1k-5k Employees , London +15 more,,
1070,MindNerves Technology Services,4.1,, 51-200 Employees , Pune,,
1071,VISPL,4.2, 16 years old , 10k-50k Employees , Noida +6 more,,
1072,Reval Analytics,3.3, 19 years old , 201-500 Employees (Global) , Pune +4 more,,
1073,Tractors and Farm Equipment,4.1, 64 years old , 10k-50k Employees , Chennai +163 more, Public ,Industrial Machinery 
1074,Vritti Solutions,3.9, 19 years old , 201-500 Employees , Pune +12 more, Public ,IT Services & Consulting 
1075,Analyzer CAE Solutions,4.3,, 51-200 Employees ,,,
1076,Star Bazaar,4.2, 26 years old , 5k-10k Employees , Mumbai +38 more,,
1077,Aquapharm Chemicals,4.2, 39 years old , 201-500 Employees , Pune +3 more,,
1078,Krios info Solution,3.7, 7 years old , 201-500 Employees , Pune +4 more,,
1079,Cholamandalam MS General Insurance,3.9, 23 years old , 1k-5k Employees , Chennai +324 more,,
1080,AutomationEdge,3.0,,51-200 Employees , Pune +1 more,,
1081,RevGurus Info India,3.4,, 201-500 Employees , Pune,,
1082,THE GUARDIANS Real Estate Advisory,3.6, 8 years old , 1k-5k Employees , Pune +9 more,,
1083,Cnc Web World,4.5,, 11-50 Employees (Global) , Pune +3 more,,
1084,LOREAL,4.1, 33 years old , 1k-5k Employees , Pune +84 more, Forbes Global 2000 ,Beauty & Personal Care 
1085,Coromandel International,4.2, 63 years old , 5k-10k Employees , Pune +141 more, Public ,Agro Chemicals 
1086,bluCognition,3.2,, 51-200 Employees , Pune +1 more,,
1087,Seinumero Nirman,3.7, 32 years old , 201-500 Employees , Pune,,
1088,Phoenix Mecano,4.1, 49 years old , 201-500 Employees , Pune +7 more,,
1089,Ample Softech System,4.6, 21 years old , 51-200 Employees , Pune +1 more,,
1090,ASP OL Media,3.5, 10 years old , 201-500 Employees , Pune +3 more,,
1091,Inorbvict Healthcare,4.9,,,Pune,,
1092,Deluxe Entertainment,3.3, 109 years old , 1k-5k Employees , Pune +10 more,,
1093,Ador Powertron,4.2, 29 years old ,201-500 Employees , Pune +6 more, Public ,
1094,Iasys Technology Solutions,3.5, 25 years old , 51-200 Employees , Pune,,
1095,SitusAMC,3.3,, 1k-5k Employees , Pune +17 more,,
1096,Aditya Birla Capital,4.0, 7 years old , 10k-50k Employees , Pune +192 more, Public ,Financial Services 
1097,CandorWorks,3.9,, 201-500 Employees , Pune,,
1098,Japfa Comfeed,4.2, 29 years old , 501-1k Employees , Pune +19 more, Public ,Agriculture 
1099,Clean Harbors,3.6, 44 years old , 501-1k Employees , Pune +3 more,,
1100,Bharat Electronics,4.2, 70 years old , 5k-10k Employees , Pune +54 more, Fortune India 500 ,Electronics Manufacturing 
1101,MSCI,4.0, 55 years old , 1k-5k Employees , Pune +9 more, Public ,Financial Services 
1102,Bsa Corporation,3.7, 24 years old , 10k-50k Employees , Pune +19 more, Public ,Auto Components 
1103,Taural India,3.7,, 10k-50k Employees , Pune +1 more,,
1104,DY POWER,3.3,, 11-50 Employees , Pune +2 more,,
1105,Brain Vision Technology,4.7,,,Pune +1 more,,
1106,Dell EMC,4.2, 45 years old , 5k-10k Employees , Pune +47 more,,
1107,Radisson Hotels,4.1, 115 years old , 5k-10k Employees , Pune +103 more,,
1108,Suresh Indu Lasers,3.0,, 51-200 Employees , Pune,,
1109,KONE,4.3, 114 years old , 5k-10k Employees , Hyderabad / Secunderabad +65 more, Forbes Global 2000 ,Industrial Machinery 
1110,Infocepts Technologies,3.4, 20 years old , 1k-5k Employees , Hyderabad / Secunderabad +6 more,,
1111,UST Product Engineering,3.9, 28 years old , 1k-5k Employees , Pune +1 more,,
1112,Born Group,3.6, 13 years old , 1k-5k Employees , Hyderabad / Secunderabad +9 more,,
1113,Allianz,4.3, 134 years old , 5k-10k Employees , Hyderabad / Secunderabad +13 more, Forbes Global 2000 ,Insurance 
1114,Opcito Technologies,3.9, 9 years old , 51-200 Employees , Pune,,
1115,TRIPLAN,4.1,, 51-200 Employees , Hyderabad / Secunderabad +3 more,,
1116,HMX Media,3.6,, 11-50 Employees , Pune +1 more,,
1117,Shipco Transport,3.8, 36 years old , 501-1k Employees , Pune +3 more,,
1118,Wadhokar,3.4, 56 years old , 51-200 Employees , Pune +4 more,,
1119,Avians Innovations Technology,3.7, 17 years old , 51-200 Employees , Hyderabad / Secunderabad +8 more,,
1120,Biz Secure Lab,3.4,, 51-200 Employees , Pune +2 more,,
1121,IDBI Bank,3.7, 60 years old , 10k-50k Employees , Pune +267 more, Public ,Banking 
1122,Star Health & Allied Insurance,3.9, 18 years old , 10k-50k Employees , Pune +247 more, Fortune India 500 ,Insurance 
1123,Avery Dennison,4.0, 29 years old , 1k-5k Employees , Pune +28 more, Forbes Global 2000 ,Packaging 
1124,Global Group,3.4, 24 years old , 51-200 Employees , Pune +7 more,,
1125,Silicus Technologies,3.7, 24 years old , 501-1k Employees (Global) , Pune +1 more,,
1126,Rage Frameworks,3.8, 17 years old , 51-200 Employees , Pune +2 more,,
1127,Toll Group,4.2, 27 years old , 1k-5k Employees , Pune +17 more,,
1128,Garrett - Advancing Motion,3.5, 70 years old , 201-500 Employees , Pune +4 more, Public ,Auto Components 
1129,Fidel Softech,3.1, 22 years old , 11-50 Employees , Pune +2 more,,
1130,Optimum Infosystem,3.5, 27 years old , 1k-5k Employees , Pune +13 more,,
1131,Karvy DigiKonnect,3.0, 9 years old , 10k-50k Employees , Pune +20 more,,
1132,Denasa Buildcon,3.2, 10 years old , 51-200 Employees , Pune +8 more,,
1133,T & T Infra,4.1, 30 years old , 51-200 Employees , Pune +5 more,,
1134,Tm Automotive Seating Systems,3.8,,, Pune +7 more,,
1135,Diam Display India Private Limited,4.1, 51 years old , 201-500 Employees , Pune,,
1136,KayBee Bio Organics,3.6,, 501-1k Employees , Pune +9 more,,
1137,Shro Systems Private Limited,3.8, 26 years old , 51-200 Employees , Pune +7 more,,
1138,Broker Network,2.4, 6 years old ,, Pune +14 more, Startup ,Internet 
1139,Mahindra Heavy Engines,3.7,,, Pune +1 more,,
1140,Kloudq Technologies,3.6, 11 years old , 51-200 Employees , Pune +2 more, Public ,IT Services & Consulting 
1141,Mahindra Heavy Engines,3.7,,, Pune +1 more,,
1142,Senwell Solutions,3.5,,,Pune +1 more,,
1143,IT Education Centre,4.6, 2 years old , 51-200 Employees , Pune,,
1144,JSW Steel,4.0, 42 years old , 10k-50k Employees , Pune +148 more, Public ,Iron & Steel 
1145,Tavisca Solutions,3.5, 16 years old , 201-500 Employees , Pune,,
1146,GTL,4.2, 37 years old , 1k-5k Employees , Pune +33 more, Public ,Hardware & Networking 
1147,Mobisoft Infotech,4.4, 14 years old , 51-200 Employees , Pune +1 more,,
1148,Jaguar Land Rover,4.1, 102 years old , 201-500 Employees , Pune +29 more,,
1149,Poona Hospital And Research Center,3.5, 39 years old , 501-1k Employees , Pune +4 more,,
1150,Mundrisoft Solutions,4.6, 12 years old , 51-200 Employees , Pune,,
1151,Cravita Technologies,4.5,, 51-200 Employees , Pune +1 more,,
1152,Kelvion,3.9, 104 years old , 51-200 Employees , Pune +8 more,,
1153,Genius Consultants,3.9, 31 years old , 201-500 Employees , Pune +76 more,,
1154,Mobile Programming,2.9, 23 years old , 1k-5k Employees , Pune +17 more,,
1155,Dran Engineers,3.0, 42 years old , 51-200 Employees , Pune +1 more,,
1156,Automotive Manufacturers,4.2, 76 years old , 10k-50k Employees , Pune +120 more,,
1157,Growel Softech,3.0, 25 years old , 501-1k Employees , Pune +6 more,,
1158,"Webasto Roofsystems India Pvt Ltd,",4.2,, 51-200 Employees , Pune +2 more,,
1159,Addvic Technology,4.4,,,Pune +1 more,,
1160,OCS Group,4.0, 28 years old , 10k-50k Employees , Pune +47 more,,
1161,Faber India,4.3, 69 years old , 201-500 Employees , Pune +33 more,,
1162,Applied AI Consulting,4.5, 5 years old ,51-200 Employees , Pune,,
1163,Sellcraft Global Solutions,3.9, 37 years old , 51-200 Employees , Pune +9 more,,
1164,RIA Advisory,4.3, 21 years old , 201-500 Employees , Pune +2 more,,
1165,Revent Group,4.0,, 1k-5k Employees , Pune +29 more,,
1166,Rayden Interactive,2.8, 5 years old , 501-1k Employees , Pune +1 more,,
1167,VLCC,3.7, 35 years old , 1k-5k Employees , Pune +96 more, Conglomerate ,Beauty & Personal Care 
1168,Cibeles Pharmaceuticals,4.7,,51-200 Employees , Pune +14 more,,
1169,Aavas Financiers,4.0, 13 years old , 5k-10k Employees , Pune +235 more, Public ,Financial Services 
1170,Standard Chartered,3.9, 171 years old , 10k-50k Employees , Pune +58 more, Fortune India 500 ,Banking 
1171,Blinkit,3.9, 11 years old , 1k-5k Employees , Pune +64 more, Indian Unicorn ,Internet 
1172,Bizsolindia Services,3.6, 27 years old , 201-500 Employees , Pune +5 more,,
1173,Sobha,4.0, 29 years old , 1k-5k Employees , Pune +35 more, Public ,Real Estate 
1174,CrowdStrike,4.0, 13 years old , 501-1k Employees , Pune +3 more, Public ,IT Services & Consulting 
1175,Bank of Baroda,3.6, 116 years old , 50k-1 Lakh Employees , Pune +242 more, Fortune India 500 ,Banking 
1176,Windals Precision,4.0, 34 years old , 501-1k Employees (Global) , Pune +4 more,,
1177,Cross Country Infotech,3.6, 18 years old , 201-500 Employees , Pune +4 more,,
1178,Hansen Technologies,3.6, 53 years old , 201-500 Employees , Pune +4 more, Public ,IT Services & Consulting 
1179,Ognibene India,4.0, 71 years old , 501-1k Employees , Pune +4 more,,
1180,Centelon,4.4, 8 years old , 201-500 Employees , Pune +7 more,,
1181,CrowdStrike,4.0, 13 years old , 501-1k Employees , Pune +3 more, Public ,IT Services & Consulting 
1182,Kohinoor Group,4.0, 63 years old , 1k-5k Employees (Global) , Pune +6 more,,
1183,C.G. Marketing,3.9, 10 years old , 501-1k Employees (Global) , Pune +20 more,,
1184,Cee Dee Vacuum Equipment,3.0,, 51-200 Employees , Pune,,
1185,Extramarks Education,3.5, 17 years old , 1k-5k Employees , Pune +101 more,,
1186,MIT ADT University,4.1,,, Pune +1 more,,
1187,Hansen Technologies,3.6, 53 years old , 201-500 Employees , Pune +4 more, Public ,IT Services & Consulting 
1188,Sobha,4.0, 29 years old , 1k-5k Employees , Pune +35 more, Public ,Real Estate 
1189,Eternis Fine Chemicals,3.8, 36 years old , 201-500 Employees , Pune +7 more, Public ,Chemicals 
1190,Kiya.ai,3.2, 29 years old , 501-1k Employees , Pune +9 more,,
1191,Hewlett Packard Enterprise,4.3, 9 years old , 10k-50k Employees , Pune +85 more, Forbes Global 2000 ,IT Services & Consulting 
1192,PS International Infoservices,4.6, 9 years old , 11-50 Employees , Pune +1 more,,
1193,One Network Enterprises,4.0,, 201-500 Employees , Pune,,
1194,Alligator Automations,4.0, 16 years old , 201-500 Employees , Pune,,
1195,Columbia Asia,4.4, 19 years old , 1k-5k Employees , Pune +20 more,,
1196,Inoxpa,4.1, 52 years old ,51-200 Employees , Pune +3 more,,
1197,Symantec Software Solutions,4.3,, 51-200 Employees , Pune +4 more,,
1198,Amazon Transportation Services,4.1, 12 years old , 1k-5k Employees , Pune +131 more,,
1199,5D Solutions,4.7, 4 years old , 51-200 Employees , Pune +3 more,,
1200,3DPLM Software Solutions,4.1, 23 years old , 1k-5k Employees , Pune +2 more,,
1201,Sinhgad Technical Education Society,3.4, 31 years old , 201-500 Employees , Pune +3 more,,
1202,Decathlon,4.0, 48 years old , 1k-5k Employees , Pune +63 more,,
1203,Demech Chemical Products,4.7,, 51-200 Employees , Pune +17 more,,
1204,Prodair Air Products,4.2, 84 years old , 51-200 Employees , Pune +4 more,,
1205,Barclays Global Service Centre,4.0, 17 years old , 201-500 Employees , Pune +4 more, Fortune India 500 ,IT Services & Consulting 
1206,Indiana Gratings,4.1, 54 years old , 501-1k Employees , Pune +5 more,,
1207,Synerzip Softech India,4.5, 20 years old , 51-200 Employees , Pune +1 more,,
1208,5D Solutions,4.7, 4 years old , 51-200 Employees , Pune +3 more,,
1209,Amazon Transportation Services,4.1, 12 years old , 1k-5k Employees , Pune +131 more,,
1210,Neutrino Tech Systems,4.0, 6 years old , 201-500 Employees , Pune,,
1211,Group Surya Peb,3.8,, 201-500 Employees , Pune +6 more,,
1212,Sharayu Toyota,4.4, 14 years old , 5k-10k Employees , Pune +6 more,,
1213,VishwaRaj Hospital,3.9, 8 years old , 11-50 Employees , Pune +2 more,,
1214,CLR Facility Services,4.2, 22 years old , 1k-5k Employees , Pune +30 more,,
1215,Škoda Auto India,4.4, 23 years old , 1k-5k Employees , Pune +28 more, Conglomerate ,Automobile 
1216,thinkbridge,3.9, 10 years old , 201-500 Employees , Pune +5 more, Startup ,Software Product 
1217,Atos Technologies,4.5,,,Pune +9 more,,
1218,SOLITAIRE GROUP,3.1,,, Pune +6 more,,
1219,SA Technologies,3.8, 22 years old , 501-1k Employees (Global) , Pune +8 more,,
1220,Behr Hella Thermocontrol,4.2, 25 years old , 201-500 Employees , Pune +2 more,,
1221,Raj Path Infracon,4.1,,51-200 Employees , Pune +8 more,,
1222,DXC Technology,3.8, 7 years old , 10k-50k Employees , Pune +83 more, Public ,IT Services & Consulting 
1223,Bilcare,3.9, 37 years old , 1k-5k Employees , Pune +1 more, Public ,Healthcare 
1224,Kranti Industries,3.8, 43 years old , 51-200 Employees , Pune +4 more,,
1225,APPL Industries,3.7, 33 years old , 201-500 Employees , Pune +12 more, Public ,Chemicals 
1226,WEBPLAT TECHNOLOGIES,4.7, 10 years old , 11-50 Employees , Pune,,
1227,Phenix Data Outsourcing,4.9,,, Pune +1 more,,
1228,Tridiagonal Solutions,3.4, 18 years old , 11-50 Employees , Pune +1 more,,
1229,CWT,4.2, 30 years old , 1k-5k Employees , Pune +13 more,,
1230,Anchanto,2.8, 13 years old , 51-200 Employees , Pune,,
1231,Idiada Automotive Technology,3.6, 53 years old , 201-500 Employees , Pune +4 more,,
1232,Tata Steel,4.2, 117 years old , 1 Lakh+ Employees , Pune +182 more, Public ,Iron & Steel 
1233,Eternus Solutions,3.3, 14 years old , 201-500 Employees , Pune +1 more,,
1234,Sandvik Mining and Rock Technology,4.3,, 1k-5k Employees , Pune +21 more,,
1235,iPlace,3.6, 18 years old ,201-500 Employees , Pune +2 more,,
1236,Shachi Engineering,3.6, 21 years old ,51-200 Employees , Pune +1 more,,
1237,Data Axle,3.8, 52 years old , 201-500 Employees , Pune +1 more,,
1238,Indo Schottle Auto Parts,3.3, 38 years old , 501-1k Employees , Pune +4 more,,
1239,Intelligic Software,4.6,,,Pune,,
1240,Tridiagonal Solutions,3.4, 18 years old , 11-50 Employees , Pune +1 more,,
1241,CWT,4.2, 30 years old , 1k-5k Employees , Pune +13 more,,
1242,Data Axle,3.8, 52 years old , 201-500 Employees , Pune +1 more,,
1243,iPlace,3.6, 18 years old ,201-500 Employees , Pune +2 more,,
1244,Tata Steel,4.2, 117 years old , 1 Lakh+ Employees , Pune +182 more, Public ,Iron & Steel 
1245,Anchanto,2.8, 13 years old , 51-200 Employees , Pune,,
1246,Idiada Automotive Technology,3.6, 53 years old , 201-500 Employees , Pune +4 more,,
1247,Shachi Engineering,3.6, 21 years old ,51-200 Employees , Pune +1 more,,
1248,Transaction Solution International India,4.0, 19 years old , 51-200 Employees , Pune +12 more,,
1249,Takshi Auto Components,4.2, 21 years old , 201-500 Employees , Pune +3 more,,
1250,Rovema India,3.9,,,Pune +1 more,,
1251,Forvia,3.7,,,Pune +8 more,,
1252,Indo Schottle Auto Parts,3.3, 38 years old , 501-1k Employees , Pune +4 more,,
1253,Hummingbird Web Solutions,3.1, 13 years old , 51-200 Employees , Pune +2 more,,
1254,Intelligic Software,4.6,,,Pune,,
1255,Celebal Technologies,2.7, 9 years old , 1k-5k Employees , Pune +15 more, Startup ,IT Services & Consulting 
