,company_name,company_rating,old,total_employees,cities,type,industry
1083,Ryan International School,3.7, 32 years old , 10k-50k Employees , Mumbai +37 more, Public ,Education & Training 
1084,Axis Finance,4.1, 29 years old , 1k-5k Employees , Mumbai +56 more,,
1085,IRIS Global Media,4.4, 16 years old , 11-50 Employees , Mumbai,,
1086,UnlistedGuru,4.9, 3 years old , 51-200 Employees , Mumbai +1 more,,
1087,Neebal Technologies,3.6, 12 years old , 51-200 Employees , Mumbai +4 more, Startup ,IT Services & Consulting 
1088,DiTech Process Solutions,3.0, 16 years old , 51-200 Employees , Mumbai +6 more,,
1089,Barbeque Nation,4.0, 18 years old , 5k-10k Employees , Mumbai +70 more,,
1090,Everest Spices,4.2, 43 years old , 1k-5k Employees , Mumbai +41 more,,
1091,Reliance Capital,4.0, 19 years old , 1k-5k Employees , Mumbai +80 more, Public ,Financial Services 
1092,Xiaomi,3.9, 14 years old , 1k-5k Employees , Mumbai +176 more, Forbes Global 2000 ,Consumer Electronics & Appliances 
1093,Puma Energy,3.0,, 201-500 Employees , Mumbai +6 more,,
1094,UFO Moviez,3.7, 19 years old , 201-500 Employees , Mumbai +28 more, Public ,Media & Entertainment 
1095,Kimberly-Clark,4.2, 152 years old , 1k-5k Employees , Mumbai +44 more, Forbes Global 2000 ,Beauty & Personal Care 
1096,Zeus Learning,3.6, 24 years old , 51-200 Employees , Mumbai +4 more,,
1097,NCCCL,3.4, 78 years old , 1k-5k Employees , Mumbai +22 more,,
1098,Progressive Infotech,3.5, 26 years old , 1k-5k Employees , Mumbai +54 more, Forbes Global 2000 ,IT Services & Consulting 
1099,TechnipFMC,4.0, 7 years old , 1k-5k Employees , Mumbai +38 more,,
1100,Barbeque Nation,4.0, 18 years old , 5k-10k Employees , Mumbai +70 more,,
1101,Everest Spices,4.2, 43 years old , 1k-5k Employees , Mumbai +41 more,,
1102,Svatantra Microfin,4.2, 12 years old , 5k-10k Employees , Mumbai +234 more,,
1103,Atos Global IT Solutions And Services,4.0, 24 years old , 5k-10k Employees , Mumbai +17 more,,
1104,Weddingz.in,4.1, 9 years old , 501-1k Employees , Mumbai +32 more, Startup ,Internet 
1105,Pepe Jeans,4.4, 51 years old , 51-200 Employees , Mumbai +46 more,,
1106,Square Panda India LLP,3.8, 10 years old , 51-200 Employees , Mumbai +6 more, Startup ,EdTech 
1107,Bajaj Consumer Care,3.9, 94 years old , 201-500 Employees , Mumbai +75 more, Public ,FMCG 
1108,Exide Industries,3.6, 77 years old , 5k-10k Employees , Mumbai +186 more, Public ,Auto Components 
1109,Ahluwalia Contracts India,4.1, 59 years old , 1k-5k Employees , Mumbai +49 more, Public ,Engineering & Construction 
1110,TSR Darashaw,3.6, 23 years old , 51-200 Employees , Mumbai +8 more,,
1111,Executive Ship Management,4.1, 26 years old , 1k-5k Employees , Mumbai +9 more,,
1112,Wipro Consumer Care & Lighting,3.9, 79 years old , 1k-5k Employees , Mumbai +96 more,,
1113,Credence Analytics,3.3, 31 years old , 51-200 Employees , Mumbai +2 more,,
1114,Locobuzz,4.0, 9 years old , 51-200 Employees , Mumbai +6 more,,
1115,Wonderchef Home Appliances,3.8, 15 years old , 201-500 Employees , Mumbai +23 more,,
1116,TAJSATS AIR CATERING,4.1, 48 years old , 51-200 Employees , Mumbai +15 more, Public ,Hospitality 
1117,Black & Veatch,4.3, 109 years old , 501-1k Employees , Mumbai +11 more,,
1118,Nokia Networks,4.3,, 501-1k Employees , Mumbai +82 more,,
1119,Dodsal Engineering & Construction,4.4, 41 years old , 501-1k Employees , Mumbai +35 more, Conglomerate ,Engineering & Construction 
1120,TSS Consultancy,3.6,,51-200 Employees , Mumbai +6 more,,
1121,Lauren Information Technologies,3.9, 32 years old , 501-1k Employees , Mumbai +13 more,,
1122,ATPI,4.2, 22 years old , 51-200 Employees , Mumbai +4 more,,
1123,Navneet Education,3.9, 65 years old , 501-1k Employees , Mumbai +28 more, Public ,Printing & Publishing 
1124,Myntra,4.0, 17 years old , 1k-5k Employees , Mumbai +96 more,,
1125,L&T Transportation Infrastructure,4.7, 27 years old , 5k-10k Employees , Mumbai +35 more,,
1126,Health Care Global Enterprises,4.2, 35 years old , 5k-10k Employees , Mumbai +40 more, Public ,Healthcare 
1127,NEARBY TECHNOLOGIES,3.8, 8 years old , 1k-5k Employees , Mumbai +42 more, Startup ,Internet 
1128,NeoGrowth Credit,3.7, 11 years old , 501-1k Employees , Mumbai +27 more, Startup ,NBFC 
1129,XpressBees,3.8, 9 years old , 5k-10k Employees , Mumbai +238 more, Indian Unicorn ,Logistics 
1130,Hind Rectifiers,3.4, 66 years old , 201-500 Employees , Mumbai +8 more, Public ,Electrical Equipment 
1131,ManpowerGroup,3.9, 29 years old , 50k-1 Lakh Employees , Mumbai +120 more, Forbes Global 2000 ,Recruitment 
1132,Ceasefire Industries,3.3, 22 years old , 1k-5k Employees , Mumbai +69 more,,
1133,Fleet Management,3.9, 30 years old , 201-500 Employees , Mumbai +18 more,,
1134,Ambit Finvest,4.0,, 1k-5k Employees , Mumbai +60 more,,
1135,Mother Dairy Fruit & Vegetable,4.2, 50 years old , 1k-5k Employees , Mumbai +111 more,,
1136,Google,4.4, 29 years old , 10k-50k Employees , Mumbai +78 more,,
1137,Dream11,3.7, 16 years old , 501-1k Employees , Mumbai +9 more, Indian Unicorn ,Internet 
1138,Hegde & Hegde Pharmaceutica,4.1, 35 years old , 11-50 Employees , Mumbai +28 more,,
1139,Grauer & Weil (i),3.6, 67 years old , 501-1k Employees , Mumbai +22 more, Public ,Chemicals 
1140,Google,4.4, 29 years old , 10k-50k Employees , Mumbai +78 more,,
1141,ManpowerGroup,3.9, 29 years old , 50k-1 Lakh Employees , Mumbai +120 more, Forbes Global 2000 ,Recruitment 
1142,Ceasefire Industries,3.3, 22 years old , 1k-5k Employees , Mumbai +69 more,,
1143,Marriott International,4.3, 97 years old , 10k-50k Employees , Mumbai +73 more, Forbes Global 2000 ,Hospitality 
1144,Ambit Finvest,4.0,, 1k-5k Employees , Mumbai +60 more,,
1145,Gupshup,3.7, 20 years old , 501-1k Employees , Mumbai +8 more, Indian Unicorn ,Software Product 
1146,Bombay Intelligence Security,3.7, 48 years old , 51-200 Employees , Mumbai +48 more,,
1147,Hungama Digital Media Entertainment,2.9, 25 years old , 501-1k Employees , Mumbai +7 more,,
1148,Mother Dairy Fruit & Vegetable,4.2, 50 years old , 1k-5k Employees , Mumbai +111 more,,
1149,GoldenSource,3.9, 40 years old , 201-500 Employees , Mumbai +5 more,,
1150,Bhilosa Industries,3.8, 36 years old , 5k-10k Employees , Mumbai +10 more,,
1151,Protiviti,3.5, 22 years old , 1k-5k Employees , Mumbai +17 more,,
1152,MUFG Bank,3.7, 105 years old , 1k-5k Employees , Mumbai +11 more,,
1153,HRMantra Software,3.6, 24 years old ,11-50 Employees , Mumbai +2 more,,
1154,Pizza Hut,4.0, 66 years old , 1k-5k Employees , Mumbai +104 more,,
1155,Otis Elevator,4.0, 171 years old , 1k-5k Employees , Mumbai +57 more,,
1156,IDBI Capital,3.5, 31 years old , 51-200 Employees , Mumbai +36 more, Public ,Financial Services 
1157,Swan Solutions & Services,4.5, 35 years old , 201-500 Employees , Mumbai +7 more,,
1158,Acg Inspection Systems,3.6, 15 years old , 1k-5k Employees , Mumbai +4 more,,
1159,Punjab National Bank,4.1, 130 years old , 1 Lakh+ Employees , Mumbai +174 more, Fortune India 500 ,Banking 
1160,Muthoot Fincorp,4.1, 137 years old , 10k-50k Employees , Mumbai +548 more, Conglomerate ,NBFC 
1161,Videojet Technologies,3.8, 29 years old , 501-1k Employees , Mumbai +19 more,,
1162,Bizmatics India,3.9, 22 years old , 201-500 Employees , Mumbai +4 more,,
1163,Swan Solutions & Services,4.5, 35 years old , 201-500 Employees , Mumbai +7 more,,
1164,Acg Inspection Systems,3.6, 15 years old , 1k-5k Employees , Mumbai +4 more,,
1165,Punjab National Bank,4.1, 130 years old , 1 Lakh+ Employees , Mumbai +174 more, Fortune India 500 ,Banking 
1166,IDBI Capital,3.5, 31 years old , 51-200 Employees , Mumbai +36 more, Public ,Financial Services 
1167,Qtech Software,3.9, 23 years old , 51-200 Employees , Mumbai +2 more,,
1168,Shivaami Cloud Services,4.1, 20 years old , 51-200 Employees , Mumbai +4 more,,
1169,Philips,3.9, 94 years old , 5k-10k Employees , Mumbai +84 more, Forbes Global 2000 ,Consumer Electronics & Appliances 
1170,Varun Beverages,4.1, 29 years old , 5k-10k Employees , Mumbai +286 more, Public ,Beverage 
1171,Bewakoof,3.8, 13 years old , 201-500 Employees , Mumbai +8 more,,
1172,StrategicERP,4.7, 19 years old , 51-200 Employees , Mumbai +9 more,,
1173,Harman Finochem,3.5, 41 years old , 501-1k Employees , Mumbai +10 more,,
1174,EY Global Delivery Services ( EY GDS),3.7, 22 years old , 50k-1 Lakh Employees , Mumbai +39 more,,
1175,Entero Healthcare Solutions,4.3, 6 years old , 1k-5k Employees , Mumbai +18 more, Public ,Pharma 
1176,Cisco,4.3, 40 years old , 10k-50k Employees , Mumbai +35 more, Public ,Hardware & Networking 
1177,Ipsos,3.4, 49 years old , 1k-5k Employees , Mumbai +24 more,,
1178,Jaquar,4.1, 64 years old , 10k-50k Employees , Mumbai +85 more,,
1179,Videocon d2h,3.9, 15 years old , 501-1k Employees , Mumbai +128 more, Public ,Internet 
1180,Godfrey Phillips India,4.1, 91 years old , 501-1k Employees , Mumbai +83 more, Public ,FMCG 
1181,Veena world,3.9, 11 years old , 11-50 Employees , Mumbai +9 more,,
1182,HealthSpring,3.3, 14 years old , 201-500 Employees , Mumbai +19 more,,
1183,MGB,3.0, 45 years old , 201-500 Employees , Mumbai +5 more,,
1184,Powerica,3.7, 40 years old , 501-1k Employees , Mumbai +28 more,,
1185,Healthcare At Home,3.6, 12 years old , 1k-5k Employees , Mumbai +27 more, Startup ,Healthcare 
1186,Servify,4.0, 9 years old , 201-500 Employees , Mumbai +6 more,,
1187,Rivigo,3.9, 10 years old , 1k-5k Employees , Mumbai +151 more, Indian Unicorn ,Internet 
1188,Yellow Banana Food Company,3.5, 26 years old , 501-1k Employees , Mumbai +4 more,,
1189,Arcon TechSolutions,3.8, 18 years old , 201-500 Employees (Global) , Mumbai +10 more,,
1190,Avanse Financial Services,4.0, 12 years old , 501-1k Employees , Mumbai +23 more, Startup ,Financial Services 
1191,Magic Bus India Foundation,4.0, 25 years old , 1k-5k Employees , Mumbai +51 more,,
1192,Paras Cadd,2.3, 24 years old , 51-200 Employees , Mumbai +1 more,,
1193,Saifee Hospital,3.7, 19 years old , 201-500 Employees , Mumbai +3 more,,
1194,Abbott Nutrition International,4.0, 114 years old , 11-50 Employees , Mumbai +46 more,,
1195,Policyboss.com,3.3, 21 years old , 1k-5k Employees , Mumbai +32 more,,
1196,LenDenClub,3.2, 9 years old , 201-500 Employees , Mumbai +4 more, Startup ,FinTech 
1197,Coastal Marine Construction & Engineering,4.3, 29 years old , 501-1k Employees , Mumbai +20 more,,
1198,Galpha Laboratories,4.0, 38 years old , 1k-5k Employees , Mumbai +21 more,,
1199,Chandak Group,4.4,, 201-500 Employees , Mumbai +4 more,,
1200,Hewlett Packard Enterprise,4.3, 9 years old , 10k-50k Employees , Mumbai +85 more, Forbes Global 2000 ,IT Services & Consulting 
1201,Future Lifestyle Fashion,4.2, 12 years old , 1k-5k Employees , Mumbai +58 more, Public ,Retail 
1202,Bluestream Software Solution,4.7,, 1k-5k Employees , Mumbai +8 more,,
1203,Stelmec,3.5, 40 years old , 501-1k Employees , Mumbai +24 more, Public ,Electronics Manufacturing 
1204,IXAR,3.9, 55 years old , 51-200 Employees , Mumbai +9 more,,
1205,Metal Power Analytical,3.8, 37 years old , 51-200 Employees , Mumbai +18 more,,
1206,Virbac Animal Health,3.6, 56 years old , 501-1k Employees , Mumbai +45 more,,
1207,Osource India,3.0, 20 years old , 201-500 Employees , Mumbai +18 more,,
1208,Vistra Corporate Services,3.5, 18 years old , 1-10 Employees , Mumbai +6 more,,
1209,Bernhard Schulte Shipmanagement,4.3, 141 years old , 51-200 Employees , Mumbai +6 more,,
1210,Ajmera Realty & Infra India,3.5, 57 years old , 51-200 Employees , Mumbai +5 more, Public ,Real Estate 
1211,Kalyaniwalla & Mistry,3.3, 96 years old , 51-200 Employees , Mumbai +5 more,,
1212,Cadbury,4.5, 200 years old , 1k-5k Employees , Mumbai +91 more,,
1213,EC-Council,4.4, 19 years old , 501-1k Employees , Mumbai +8 more,,
1214,HAL Offshore,4.3, 29 years old , 11-50 Employees , Mumbai +20 more,,
1215,Kotak Mahindra Prime,4.0, 28 years old , 5k-10k Employees , Mumbai +124 more, Public ,NBFC 
1216,Gangar Eyenation,4.0, 47 years old , 501-1k Employees , Mumbai +20 more,,
1217,Pelican.ai,2.4,,201-500 Employees , Mumbai +2 more,,
1218,DB Schenker,4.3, 34 years old , 1k-5k Employees , Mumbai +29 more, Conglomerate ,Logistics 
1219,Idfy,3.9, 13 years old , 51-200 Employees , Mumbai +3 more,,
1220,BIC Cello,3.9, 66 years old , 1k-5k Employees , Mumbai +38 more,,
1221,HCL Group,3.8, 48 years old , 1 Lakh+ Employees , Mumbai +74 more,,
1222,Schoolnet India,3.8, 27 years old , 51-200 Employees , Mumbai +84 more, Public ,EdTech 
1223,Centre for Development of Advanced Computing,3.9, 36 years old , 1k-5k Employees , Mumbai +28 more,,
1224,Uber,4.2, 15 years old , 1k-5k Employees , Mumbai +44 more, Public ,Internet 
1225,Parksons Packaging,4.1, 28 years old ,1k-5k Employees , Mumbai +20 more,,
1226,Brihanmumbai Electric Supply And Transport,4.4, 151 years old , 51-200 Employees , Mumbai +2 more,,
1227,Schbang,3.7, 9 years old , 501-1k Employees , Mumbai +4 more,,
1228,Bse Institute,3.5, 35 years old , 51-200 Employees , Mumbai +8 more,,
1229,Kores,3.8, 88 years old , 1k-5k Employees , Mumbai +32 more, Conglomerate ,FMCG 
1230,Billabong High International School,3.8, 15 years old , 51-200 Employees , Mumbai +19 more, Public ,Education & Training 
1231,Liquiloans,2.9, 6 years old , 201-500 Employees , Mumbai +10 more, Startup ,FinTech 
1232,Etraveli Group,3.1,, 51-200 Employees , Mumbai +3 more,,
1233,Krystal Integrated Services,4.0, 24 years old , 201-500 Employees , Mumbai +18 more,,
1234,Goddres Pharmaceuticals,3.2, 13 years old , 51-200 Employees , Mumbai +13 more,,
1235,ASUS,4.4, 35 years old , 501-1k Employees , Mumbai +44 more,,
1236,Maneesh Pharmaceuticals,4.1, 49 years old , 201-500 Employees , Mumbai +12 more,,
1237,Decathlon,4.0, 48 years old , 1k-5k Employees , Mumbai +63 more,,
1238,Reliance Life Sciences,3.5, 23 years old , 1k-5k Employees , Mumbai +29 more,,
1239,Kroll,4.0, 92 years old , 1k-5k Employees , Mumbai +3 more,,
1240,Hotstar,3.7, 9 years old , 501-1k Employees (Global) , Mumbai +9 more, Startup ,Internet 
1241,Thermax Limited,4.2, 58 years old , 1k-5k Employees , Mumbai +181 more, Public ,Industrial Machinery 
1242,Mankind Pharma,4.1, 29 years old , 10k-50k Employees , Mumbai +195 more, Fortune India 500 ,Pharma 
1243,Aurionpro Solutions,3.7, 27 years old , 1k-5k Employees , Mumbai +32 more, Public ,Software Product 
1244,SBI Capital Markets,4.0, 38 years old ,501-1k Employees , Mumbai +69 more, Public ,
1245,BANKEDGE,3.8, 9 years old , 51-200 Employees (Global) , Mumbai +13 more,,
1246,Metro Brands,3.9, 77 years old , 501-1k Employees , Mumbai +19 more,,
1247,Nanavati Max Super Speciality Hospital,4.0,,,Mumbai +1 more,,
1248,Essar Projects India,3.8, 55 years old , 5k-10k Employees , Mumbai +37 more, Public ,Engineering & Construction 
1249,Vcs Quality Services,4.2, 22 years old , 51-200 Employees , Mumbai +39 more,,
1250,Starbucks,4.3, 53 years old , 1k-5k Employees , Mumbai +42 more, Public ,Hospitality 
1251,Tata Play Fiber,4.2,, 501-1k Employees , Mumbai +29 more,,
1252,Babaji Shivram Clearing & Carriers,3.6, 48 years old , 201-500 Employees , Mumbai +9 more,,
1253,Deloitte & Touche Assurance & Enterprise Risk Services India,3.9,,,Mumbai +19 more,,
1254,Glass Wall Systems,4.1, 21 years old , 501-1k Employees , Mumbai +8 more,,
1255,Robinhood Insurance Broker,3.5, 16 years old , 51-200 Employees , Mumbai +18 more,,
1256,Naprod Life Sciences,3.7, 18 years old , 201-500 Employees , Mumbai +6 more,,
1257,Vedang Radio Technology,4.2, 19 years old , 501-1k Employees , Mumbai +20 more,,
1258,Ezeego One Travel Tours,3.7, 18 years old , 201-500 Employees , Mumbai +8 more,,
1259,Prettislim,2.9, 19 years old , 51-200 Employees , Mumbai +3 more,,
1260,Ekeeda,4.0, 8 years old , 51-200 Employees , Mumbai +4 more, Startup ,EdTech 
1261,TalentServe,2.2, 5 years old , 201-500 Employees , Mumbai +7 more,,
1262,Cachet Pharmaceuticals,3.7, 46 years old , 201-500 Employees , Mumbai +23 more,,
1263,Pentagon System and Services,4.2, 30 years old , 201-500 Employees , Mumbai +13 more,,
1264,Raychem RPG,4.0, 35 years old , 1k-5k Employees , Mumbai +23 more,,
1265,Annet Technologies,3.8, 26 years old , 201-500 Employees , Mumbai +5 more,,
1266,OSP Labs,4.3, 15 years old , 51-200 Employees , Mumbai +4 more,,
1267,Oriental Aromatics,3.2, 69 years old , 501-1k Employees , Mumbai +7 more, Public ,Chemicals 
1268,Anand Rathi: Online Stock Trading & Advisory,3.9, 30 years old , 1k-5k Employees , Mumbai +38 more,,
1269,Mahindra Insurance Brokers,3.7, 20 years old , 1k-5k Employees , Mumbai +67 more,,
1270,Impresario Entertainment & Hospitality,3.9, 23 years old , 1k-5k Employees , Mumbai +14 more,,
1271,Sulphur Mills,4.0, 64 years old , 201-500 Employees , Mumbai +22 more, Public ,Agro Chemicals 
1272,Future Supply Chain Solutions,4.4, 18 years old , 1k-5k Employees , Mumbai +59 more, Public ,Logistics 
1273,Peel-works,4.1, 14 years old , 201-500 Employees , Mumbai +25 more,,
1274,Cleartrip,3.8, 19 years old , 501-1k Employees , Mumbai +11 more,,
1275,Autohangar,4.6, 33 years old , 501-1k Employees , Mumbai +4 more,,
1276,Central Bank of India,4.0, 113 years old , 10k-50k Employees , Mumbai +95 more, Public ,Banking 
1277,Owens Corning,3.8, 86 years old , 1k-5k Employees , Mumbai +9 more,,
1278,LA Technologies,3.7,, 51-200 Employees , Mumbai +6 more,,
1279,Central Industrial Security Force,4.5, 55 years old , 1 Lakh+ Employees , Mumbai +69 more,,
1280,Deoleo,4.1, 34 years old , 51-200 Employees , Mumbai +23 more,,
1281,Atomberg Technologies,4.1, 12 years old , 201-500 Employees , Mumbai +40 more, Startup ,Consumer Electronics & Appliances 
1282,Orchid Hotel,4.3, 51 years old , 51-200 Employees , Mumbai +11 more,,
1283,Adani Enterprises,3.8, 36 years old ,10k-50k Employees , Mumbai +55 more, Public ,
1284,Tata Technologies,3.8, 35 years old , 5k-10k Employees , Mumbai +40 more, Conglomerate ,Engineering & Construction 
1285,BDR Pharmaceuticals International,4.1, 22 years old , 1k-5k Employees , Mumbai +17 more,,
1286,XcelServ Solutions,4.6, 13 years old , 501-1k Employees , Mumbai +35 more,,
1287,HDFC Mutual Fund,4.0, 25 years old , 1k-5k Employees , Mumbai +78 more,,
1288,Persistent Systems,3.8, 34 years old , 10k-50k Employees , Mumbai +33 more, Public ,IT Services & Consulting 
1289,Listenlights,3.9, 38 years old , 51-200 Employees (Global) , Mumbai +6 more,,
1290,Indira IVF Hospital,4.0, 9 years old , 1k-5k Employees , Mumbai +86 more,,
1291,H & R Johnson,4.0, 28 years old , 1k-5k Employees , Mumbai +64 more,,
1292,Berger Paints,3.8, 101 years old , 1k-5k Employees , Mumbai +261 more, Public ,Chemicals 
1293,DSM Infocom,2.7, 20 years old , 1k-5k Employees , Mumbai +34 more,,
1294,Punjab and Maharashtra Co-operative Bank,3.9, 40 years old , 10k-50k Employees (Global) , Mumbai +20 more, Public ,Banking 
1295,3 Minds Digital,4.4, 8 years old , 51-200 Employees , Mumbai +1 more, Startup ,Marketing & Advertising 
1296,Oneture Technologies,4.5, 8 years old , 51-200 Employees , Mumbai +3 more,,
1297,Ashoka Buildcon,4.1, 48 years old , 1k-5k Employees , Mumbai +130 more, Public ,Engineering & Construction 
1298,Hettich,3.8, 136 years old , 1k-5k Employees , Mumbai +31 more,,
1299,Majesco,3.8, 42 years old , 1k-5k Employees , Mumbai +7 more, Public ,IT Services & Consulting 
1300,Serdia Pharmaceuticals,4.0, 38 years old , 501-1k Employees , Mumbai +21 more,,
1301,Monginis Foods,3.6, 64 years old , 501-1k Employees , Mumbai +23 more,,
1302,C2L BIZ,3.8, 17 years old , 51-200 Employees (Global) , Mumbai +3 more,,
1303,Acg Pam Pharma Technologies,4.0, 60 years old , 1k-5k Employees , Mumbai +10 more,,
1304,Kewal Kiran Clothing,4.1, 43 years old , 1k-5k Employees , Mumbai +27 more, Public ,Fashion & Textile 
1305,Biostadt,4.5, 21 years old , 501-1k Employees , Mumbai +48 more,,
1306,Infogain,3.6, 34 years old , 1k-5k Employees , Mumbai +17 more,,
1307,Bechtel,4.1, 126 years old , 1k-5k Employees , Mumbai +25 more,,
1308,Bombay Hospital,4.2, 72 years old , 501-1k Employees , Mumbai +5 more,,
1309,Sony,4.3, 30 years old , 1k-5k Employees , Mumbai +122 more, Public ,Consumer Electronics & Appliances 
1310,ABCD,3.8,, 201-500 Employees , Mumbai +36 more,,
1311,Genius Consultants,3.9, 31 years old , 201-500 Employees , Mumbai +76 more,,
1312,Ace Pipeline Contracts,4.2, 35 years old , 51-200 Employees , Mumbai +29 more,,
1313,Ruparel Realty,3.6, 24 years old , 201-500 Employees , Mumbai +3 more,,
1314,Asahi India Glass,3.9, 40 years old , 1k-5k Employees , Mumbai +62 more, Public ,Auto Components 
1315,Deepak Fertilisers and Petrochemicals,3.9, 45 years old , 1k-5k Employees , Mumbai +47 more, Public ,Agro Chemicals 
1316,Writer Information Management Services,3.4, 37 years old , 5k-10k Employees (Global) , Mumbai +37 more,,
1317,Bajaj Housing Finance,3.8, 16 years old , 1k-5k Employees , Mumbai +122 more,,
1318,Aegon Life Insurance,3.8, 17 years old , 1k-5k Employees , Mumbai +33 more,,
1319,NetConnectGlobal,3.5, 27 years old , 1k-5k Employees , Mumbai +37 more,,
1320,Edwise International,3.7, 33 years old , 201-500 Employees , Mumbai +17 more,,
1321,Bdh Industries,4.7, 34 years old , 51-200 Employees , Mumbai +4 more, Public ,Pharma 
1322,NetConnectGlobal,3.5, 27 years old , 1k-5k Employees , Mumbai +37 more,,
1323,Digitas,3.6, 18 years old , 201-500 Employees , Mumbai +7 more, Public ,Marketing & Advertising 
1324,Jeena & Company,4.3, 124 years old , 1k-5k Employees , Mumbai +23 more,,
1325,CarDekho,3.7, 16 years old , 1k-5k Employees , Mumbai +68 more, Indian Unicorn ,Internet 
1326,GXO,3.9,,501-1k Employees , Mumbai +10 more,,
1327,Pittie Group,4.4, 33 years old , 51-200 Employees , Mumbai +33 more,,
1328,Loylty Rewardz Mngt,3.6, 18 years old , 201-500 Employees , Mumbai +6 more,,
1329,SHM Shipcare Private Limited,4.4, 23 years old , 201-500 Employees , Mumbai +9 more,,
1330,Gyproc,4.1,,,Mumbai +34 more,,
1331,A. Menarini India,4.0, 138 years old , 501-1k Employees , Mumbai +20 more,,
1332,Plada Infotech Services,3.7, 14 years old , 11-50 Employees , Mumbai +39 more,,
1333,Y-Axis Overseas Careers,3.5, 25 years old , 1k-5k Employees , Mumbai +17 more,,
1334,Europ Assistance India,3.9, 17 years old , 201-500 Employees , Mumbai +4 more,,
1335,Shaadi.com,3.5, 28 years old , 201-500 Employees , Mumbai +25 more,,
1336,Newfold Digital,4.1,,,Mumbai +8 more,,
1337,Samrin Services,2.6, 15 years old , 201-500 Employees , Mumbai +2 more,,
1338,National Organic Chemical Industries,4.1, 49 years old , 501-1k Employees , Mumbai +11 more, Public ,Chemicals 
1339,Bayer Crop Science Vegetable Seeds,4.4,,,Mumbai +134 more,,
1340,Royal Sundaram General Insurance,4.0, 23 years old , 1k-5k Employees , Mumbai +90 more,,
1341,Konstelec Engineers,3.4, 29 years old , 51-200 Employees , Mumbai +14 more,,
1342,Yocket,3.7,, 201-500 Employees , Mumbai +3 more,,
1343,Max Fashion,4.2, 10 years old , 10k-50k Employees , Mumbai +135 more,,
1344,T&M Services consulting,4.0, 28 years old , 501-1k Employees , Mumbai +70 more,,
1345,Western Refrigeration,4.0, 52 years old , 501-1k Employees , Mumbai +33 more,,
1346,Shadowfax Technologies,3.7, 9 years old , 1k-5k Employees , Mumbai +162 more, Public ,Logistics 
1347,Toppscholars,3.2, 5 years old , 201-500 Employees , Mumbai +10 more,,
1348,Samsung Engineering,4.2, 18 years old , 1k-5k Employees , Mumbai +46 more,,
1349,BCG,3.8, 61 years old , 1k-5k Employees , Mumbai +7 more,,
1350,Housing.com,3.8, 12 years old , 1k-5k Employees , Mumbai +32 more, Startup ,Internet 
1351,HT Media,3.4, 100 years old , 1k-5k Employees , Mumbai +39 more, Public ,Media & Entertainment 
1352,Welspun Enterprises,4.2, 48 years old , 1k-5k Employees , Mumbai +29 more, Public ,Engineering & Construction 
1353,Techved Consulting,3.2, 17 years old , 11-50 Employees , Mumbai +6 more,,
1354,Lloyd's Register,3.2, 264 years old , 51-200 Employees , Mumbai +14 more,,
1355,Canon,4.2, 87 years old , 1k-5k Employees , Mumbai +61 more, Forbes Global 2000 ,Consumer Electronics & Appliances 
1356,Anchor Health and Beauty Care,3.8, 32 years old , 501-1k Employees , Mumbai +38 more,,
1357,Shreya Life Sciences,3.5, 23 years old , 501-1k Employees , Mumbai +34 more,,
1358,Infrastructure Leasing & Financial Services,4.0, 37 years old , 501-1k Employees , Mumbai +64 more,,
1359,Ceat Specialty Tyres,4.0, 100 years old , 51-200 Employees , Mumbai +28 more,,
1360,The WorldGrad,4.3, 3 years old , 51-200 Employees , Mumbai +5 more, Startup ,Education & Training 
1361,Veena Developers,3.9,,51-200 Employees , Mumbai +2 more,,
1362,BIZONGO,3.4, 9 years old , 201-500 Employees , Mumbai +9 more, Startup ,Emerging Technologies 
1363,Aujas Cybersecurity – An NSEIT Company,3.8, 16 years old , 501-1k Employees , Mumbai +9 more,,
1364,World Network Services,3.5,,,Mumbai +15 more,,
1365,Paradigm Realty,3.8, 9 years old , 201-500 Employees , Mumbai +1 more,,
1366,Clariant Chemicals,4.2, 29 years old , 1k-5k Employees , Mumbai +19 more, Public ,Chemicals 
1367,Core Integra Consulting Services,3.6, 13 years old , 501-1k Employees , Mumbai +61 more, Conglomerate ,Recruitment 
1368,Sysnet Global Technologies,3.7, 25 years old , 1k-5k Employees , Mumbai +109 more,,
1369,The Mirador Hotel,4.8,, 51-200 Employees , Mumbai,,
1370,Chemtrols Industries,4.1, 49 years old , 201-500 Employees , Mumbai +18 more,,
1371,YES SECURITIES,3.9,, 501-1k Employees , Mumbai +27 more,,
1372,BASF,4.5, 81 years old , 1k-5k Employees , Mumbai +70 more, Fortune India 500 ,Chemicals 
1373,Bharat Bijlee,4.3, 78 years old , 501-1k Employees , Mumbai +16 more, Public ,Electrical Equipment 
1374,ERGO Technology & Services,3.6, 2 years old , 201-500 Employees , Mumbai,,
1375,Star Health & Allied Insurance,3.9, 18 years old , 10k-50k Employees , Mumbai +247 more, Fortune India 500 ,Insurance 
1376,Box8,3.6, 13 years old , 1k-5k Employees , Mumbai +14 more,,
1377,Quikr,3.9, 16 years old , 1k-5k Employees , Mumbai +24 more, Indian Unicorn ,Internet 
1378,Veeraraghavan & Company,3.1, 35 years old , 201-500 Employees (Global) , Mumbai +18 more,,
