,company_name,company_rating,old,total_employees,cities,type,industry
3912,Pace Power Systems,3.4, 75 years old , 501-1k Employees , Indore +38 more,,
3913,Paul Merchants,4.3, 40 years old , 1k-5k Employees , Indore +70 more, Public ,NBFC 
3914,Archies,3.4, 45 years old , 1k-5k Employees , Indore +23 more, Public ,Retail 
3915,Foodcoast International,3.6, 15 years old , 51-200 Employees , Indore +12 more,,
3916,Reliance Broadcast Network,4.2, 19 years old , 501-1k Employees , Indore +30 more, Public ,Broadcasting 
3917,Epsilon,4.0, 55 years old , 1k-5k Employees , Indore +15 more,,
3918,Apidel Technologies,3.2, 12 years old , 501-1k Employees , Indore +3 more,,
3919,Plada Infotech Services,3.7, 14 years old , 11-50 Employees , Indore +39 more,,
3920,Acropolis Faculty of Management & Research,4.4,,,Indore,,
3921,Crypto Gabbar,5.0,,,Indore,,
3922,Gland Pharma,3.7, 46 years old , 1k-5k Employees , Indore +25 more, Fortune India 500 ,Pharma 
3923,Burger King,4.0, 10 years old , 5k-10k Employees , Indore +96 more,,
3924,ManpowerGroup,3.9, 29 years old , 50k-1 Lakh Employees , Indore +120 more, Forbes Global 2000 ,Recruitment 
3925,Allegis Global Solutions,3.6, 23 years old , 501-1k Employees , Indore +10 more,,
3926,HPM Chemicals & Fertilizers,4.5, 47 years old , 501-1k Employees , Indore +33 more,,
3927,Tata Chemicals,4.2, 85 years old , 1k-5k Employees , Indore +76 more, Public ,Chemicals 
3928,Orient Technologies,3.9, 32 years old , 1k-5k Employees , Indore +43 more, Forbes Global 2000 ,IT Services & Consulting 
3929,Secure Meters,4.1, 37 years old , 1k-5k Employees , Indore +68 more, Public ,Electronics Manufacturing 
3930,GTL,4.2, 37 years old , 1k-5k Employees , Indore +33 more, Public ,Hardware & Networking 
3931,Timken,3.9, 26 years old , 1k-5k Employees , Indore +35 more, Public ,Industrial Machinery 
3932,Food Corporation of India,4.2, 59 years old , 10k-50k Employees (Global) , Indore +53 more,Government , Central 
3933,i18 Dev,4.3, 3 years old , 1-10 Employees , Indore,,
3934,House Of Butler,1.0,,,Indore,,
3935,Tulimuli Print Management,5.0,,,Indore,,
3936,Growth ITO Solution,5.0, 6 years old , 51-200 Employees , Indore,,
3937,The Souled Store,3.5, 11 years old , 201-500 Employees , Indore +9 more, Startup ,Fashion & Textile 
3938,Mehrotra Buildcon,3.6, 45 years old ,201-500 Employees , Indore +13 more,,
3939,Gayatri Incorporation,5.0,,,Indore,,
3940,ESPIC CONSULTING PVT.LTD,5.0,,,Indore,,
3941,OWN,4.4,,,Indore +17 more,,
3942,Cryoviva Biotech,3.3, 18 years old , 501-1k Employees , Indore +41 more,,
3943,Impresario Entertainment & Hospitality,3.9, 23 years old , 1k-5k Employees , Indore +14 more,,
3944,Shreeji Infraspace,3.7, 12 years old ,501-1k Employees , Indore +8 more,,
3945,STYLAM Industries,3.7, 33 years old , 201-500 Employees , Indore +24 more, Public ,Engineering & Construction 
3946,Micron Electricals,4.0, 48 years old , 1k-5k Employees , Indore +16 more,,
3947,IFB,3.7, 50 years old , 201-500 Employees , Indore +136 more, Public ,Consumer Electronics & Appliances 
3948,Birla Cement,4.2, 114 years old , 5k-10k Employees , Indore +60 more,,
3949,Iscon Balaji Foods,4.2, 12 years old , 201-500 Employees , Indore +16 more,,
3950,Billabong High International School,3.8, 15 years old , 51-200 Employees , Indore +19 more, Public ,Education & Training 
3951,SHARE Microfin,4.4, 35 years old , 501-1k Employees , Indore +110 more,,
3952,Paisabazaar.com,3.6, 10 years old , 1k-5k Employees , Indore +22 more, Startup ,Internet 
3953,Nova IVI Fertility,4.1, 13 years old , 501-1k Employees , Indore +26 more,,
3954,Nagar Nigam Korba,4.0, 24 years old , 51-200 Employees , Indore +29 more,Government ,
3955,Google Pay,4.3,, 10k-50k Employees (Global) , Indore +59 more,,
3956,Tirumala Milk Products,4.1, 28 years old , 201-500 Employees , Indore +46 more,,
3957,DigitalMarketing.com,4.5,10 years old ,, Indore +19 more,,
3958,Rajpal Commercial Services,5.0,,,Indore,,
3959,Paramount Health Services Tpa,3.9, 22 years old , 1k-5k Employees , Indore +28 more,,
3960,Fluke Infotech,4.7,,,Indore,,
3961,CyanConnode,4.4, 22 years old , 51-200 Employees , Indore +5 more,,
3962,Nobel Hygiene,3.7, 24 years old , 51-200 Employees , Indore +56 more,,
3963,Wellness Forever Lifestyle Chemist,4.1,, 1k-5k Employees , Indore +32 more,,
3964,Metro Tyres,3.8, 56 years old , 201-500 Employees , Indore +27 more, Public ,Auto Components 
3965,Reliance Projects & Property Management Services,4.2,,, Indore +134 more,,
3966,Entertainment Network India,3.5, 25 years old , 501-1k Employees , Indore +36 more, Public ,Media & Entertainment 
3967,Wakefit,4.2, 8 years old , 1k-5k Employees , Indore +31 more, Startup ,Furniture & Furnishing 
3968,Agrim Housing Finance,3.7, 6 years old , 201-500 Employees , Indore +6 more, Startup ,Financial Services 
3969,Avant Garde Clean Room & Engineering Solution,4.2,,, Indore +4 more,,
3970,Gill Broking Indore,3.6,,51-200 Employees , Indore +3 more,,
3971,Globant,4.0, 21 years old , 1k-5k Employees , Indore +12 more,,
3972,Hi-Tech Competent Builders,4.1, 31 years old ,, Indore +12 more,,
3973,Mount Index International School,5.0,,,Indore,,
3974,NCL BUILDTEK,4.0, 35 years old , 501-1k Employees , Indore +28 more, Public ,Building Material 
3975,Medical Devices,4.2,,,Indore +15 more,,
3976,HI-FAB Engineers,3.3,, 51-200 Employees , Indore +7 more,,
3977,Prs Associates Llp,4.0, 9 years old , 201-500 Employees (Global) , Indore +10 more,,
3978,Me n Moms,4.2, 30 years old , 501-1k Employees , Indore +63 more,,
3979,Green Gene Enviro Protection And Infrastructure,3.6, 25 years old ,, Indore +17 more,,
3980,Dorset Industries,3.7, 29 years old , 201-500 Employees , Indore +36 more,,
3981,Waters Corporation,4.4, 66 years old , 501-1k Employees , Indore +10 more, Forbes Global 2000 ,Clinical Research 
3982,Quickly Platforms,3.1,,,Indore,,
3983,Jaya Hind Industries,3.8, 77 years old , 1k-5k Employees , Indore +21 more, Public ,Auto Components 
3984,MAMTA Health Institute for Mother and child,4.3, 34 years old , 11-50 Employees , Indore +31 more,,
3985,Re Vera Services,1.0,,,Indore,,
3986,Shriram Enterprises,3.9,,11-50 Employees , Indore +18 more,,
3987,Pratham Education Foundation,4.2, 29 years old , 1k-5k Employees , Indore +82 more,,
3988,Pullman New Delhi Aerocity,4.4, 9 years old , 201-500 Employees , Indore +1 more,,
3989,Endurance Technologies,3.9, 39 years old , 1k-5k Employees , Indore +38 more, Public ,Auto Components 
3990,Shreeyam Power And Steel Industries,4.2, 19 years old , 1k-5k Employees , Indore +3 more, Public ,Power 
3991,Riseom Solutions,4.2,,,Indore,,
3992,Macawber Beekay,4.1, 38 years old , 1k-5k Employees , Indore +45 more,,
3993,Infiniminds,4.0, 10 years old , 1k-5k Employees , Indore +24 more,,
3994,CSB Bank,3.4, 104 years old , 1k-5k Employees , Indore +154 more,,
3995,Payworld,3.5, 18 years old , 201-500 Employees (Global) , Indore +18 more,,
3996,K S Agrotech,3.8,,201-500 Employees , Indore +1 more,,
3997,Eaton Corporation,4.0, 113 years old , 5k-10k Employees , Indore +19 more, Public ,Power 
3998,Savex Technologies,4.4, 38 years old , 1k-5k Employees , Indore +40 more,,
3999,Just Mind Work,5.0,,,Indore,,
4000,My Kingdom Foods,3.9,37 years old ,, Indore +2 more,,
4001,The Souled Store,3.5, 11 years old , 201-500 Employees , Indore +9 more, Startup ,Fashion & Textile 
4002,Mehrotra Buildcon,3.6, 45 years old ,201-500 Employees , Indore +13 more,,
4003,Bajaj Capital,3.9, 60 years old , 1k-5k Employees , Indore +146 more, Public ,Financial Services 
4004,Ford Motor,4.5, 121 years old , 5k-10k Employees , Indore +110 more, Public ,Automobile 
4005,Outthinkcoders,5.0,,,Indore,,
4006,FlyBig,2.2,,,Indore +5 more,,
4007,Kajaria Bathware,4.6,,51-200 Employees , Indore +23 more,,
4008,Gayatri Incorporation,5.0,,,Indore,,
4009,Orane International,3.8, 15 years old , 201-500 Employees , Indore +19 more,,
4010,Kailash Infratech,4.2, 13 years old ,51-200 Employees , Indore +2 more,,
4011,Reliance Projects & Property Management Services,4.2,,, Indore +134 more,,
4012,Palsons Derma,3.9, 40 years old , 51-200 Employees , Indore +18 more,,
4013,Metro Tyres,3.8, 56 years old , 201-500 Employees , Indore +27 more, Public ,Auto Components 
4014,Ace Pipeline Contracts,4.2, 35 years old , 51-200 Employees , Indore +29 more,,
4015,Entertainment Network India,3.5, 25 years old , 501-1k Employees , Indore +36 more, Public ,Media & Entertainment 
4016,Fluke Infotech,4.7,,,Indore,,
4017,Sumil Chemical Industries,4.2,,51-200 Employees , Indore +4 more,,
4018,CyanConnode,4.4, 22 years old , 51-200 Employees , Indore +5 more,,
4019,Wakefit,4.2, 8 years old , 1k-5k Employees , Indore +31 more, Startup ,Furniture & Furnishing 
4020,Livegage Technologies,4.5,,,Indore,,
4021,National Highways Authority of India,4.1, 36 years old , 5k-10k Employees (Global) , Indore +100 more, Public ,Engineering & Construction 
4022,Turgajo Technologies,4.0, 16 years old , 11-50 Employees , Indore,,
4023,Rave Digital,5.0,,,Indore,,
4024,DuPont,4.1, 222 years old , 1k-5k Employees , Hyderabad / Secunderabad +46 more,,
4025,ZIM Laboratories,3.6, 40 years old , 1k-5k Employees , Hyderabad / Secunderabad +8 more, Public ,Pharma 
4026,SMC Global Securities,3.5, 30 years old ,1k-5k Employees , Hyderabad / Secunderabad +60 more, Public ,
4027,Staffnurse,3.5,, 10k-50k Employees , Hyderabad / Secunderabad +26 more,,
4028,Academic Heights Public School,4.0, 15 years old , 11-50 Employees (Global) , Hyderabad / Secunderabad +13 more,,
4029,Dr. Bhatia Medical Coaching Institute,3.3,,11-50 Employees , Hyderabad / Secunderabad +8 more,,
4030,Bombay Intelligence Security,3.7, 48 years old , 51-200 Employees , Mumbai +48 more,,
4031,Matic Technologies,4.0,,,Indore,,
4032,Delta IoT Solutions,3.7,,,Hyderabad / Secunderabad +4 more,,
4033,Advocate office,4.3,,,New Delhi +43 more,,
4034,Emxcel Travel Solutions,3.1, 8 years old , 51-200 Employees , Ahmedabad +8 more,,
4035,Abacus Education,4.2,,,Indore,,
4036,Rosenberger Electronic,4.2, 66 years old , 501-1k Employees , Gurgaon / Gurugram +31 more,,
4037,Dozco,3.8, 41 years old , 501-1k Employees , Hyderabad / Secunderabad +26 more,,
4038,Advance Decorative Laminates,4.0,,51-200 Employees , Hyderabad / Secunderabad +25 more,,
4039,Ardas Tele Ventures,1.7,,,Indore,,
4040,Allview India Electronics,4.7, 1 years old , 201-500 Employees , Indore +16 more,,
4041,MNC Group,4.2, 35 years old , 1 Lakh+ Employees (Global) , Indore +40 more,,
4042,Hitachi Systems Micro Clinic,4.0, 33 years old , 1k-5k Employees , Indore +72 more,,
4043,True Quality Certifications,5.0,,,Indore,,
4044,Synetal Solutions,3.1,,11-50 Employees , Indore +1 more,,
4045,Xotik Frujus,3.1, 17 years old , 201-500 Employees , Indore +33 more,,
4046,Signify,3.6, 8 years old , 1k-5k Employees , Indore +62 more, Conglomerate ,Consumer Electronics & Appliances 
4047,Storia Foods,3.4, 8 years old , 201-500 Employees , Indore +24 more,,
4048,Badve Autocom,3.5,, 201-500 Employees , Indore +3 more,,
4049,GlaxoSmithKline Consumer Healthcare,4.5, 24 years old , 1k-5k Employees , Indore +94 more, Public ,Pharma 
4050,Peter England,4.1, 135 years old , 501-1k Employees , Indore +102 more,,
4051,Ambrane India,4.6, 12 years old , 201-500 Employees , Indore +6 more, Startup ,Consumer Electronics & Appliances 
4052,Wind World,4.0, 30 years old , 5k-10k Employees , Indore +62 more,,
4053,Isuzu Motors,4.0, 12 years old , 1k-5k Employees , Indore +28 more, Forbes Global 2000 ,Automobile 
4054,Ruloans,3.8, 28 years old , 51-200 Employees (Global) , Indore +32 more, Public ,Financial Services 
4055,EPFO,4.5, 73 years old , 10k-50k Employees , Indore +21 more,Government ,
4056,Educate Girls,4.1, 17 years old , 1k-5k Employees (Global) , Indore +27 more,,
4057,Indian Council of Agricultural Research,3.0, 95 years old , 501-1k Employees , Indore +39 more,,
4058,Aapt Outsourcing Solutions,4.2,,10k-50k Employees , Indore +20 more,,
4059,WayCool Foods and Products,3.7, 9 years old , 501-1k Employees , Indore +39 more,,
4060,Vyapar,3.7, 7 years old , 501-1k Employees , Indore +29 more, Startup ,Software Product 
4061,Automobile Engineering,4.2,, 201-500 Employees (Global) , Indore +20 more,,
4062,Jyoti Resins And Adhesives,4.1, 31 years old , 51-200 Employees , Indore +12 more, Public ,Chemicals / Agri Inputs 
4063,Sushila Devi Bansal College,3.5,,,Indore,,
4064,Arvind Group,4.1, 93 years old , 10k-50k Employees , Indore +80 more, Public ,Fashion & Textile 
4065,FINNEW SOLUTIONS,4.3, 9 years old , 201-500 Employees , Indore +26 more,,
4066,Nabard Financial Services,4.3, 15 years old , 1k-5k Employees , Indore +93 more, Public ,NBFC 
4067,Integrated Technology,3.4,,,Indore +3 more,,
4068,CSB Bank,3.4, 104 years old , 1k-5k Employees , Indore +154 more,,
4069,Payworld,3.5, 18 years old , 201-500 Employees (Global) , Indore +18 more,,
4070,True Quality Certifications,5.0,,,Indore,,
4071,Badve Autocom,3.5,, 201-500 Employees , Indore +3 more,,
4072,Narendra kumar,4.2,,5k-10k Employees , Indore +6 more,,
4073,CFS,3.9, 6 years old , 11-50 Employees , Indore +5 more, Startup ,Internet 
4074,Educate Girls,4.1, 17 years old , 1k-5k Employees (Global) , Indore +27 more,,
4075,Virgo Group,4.1, 31 years old ,1k-5k Employees , Indore +26 more,,
4076,Pragati Construction Company,3.6,, 51-200 Employees , Indore +12 more,,
4077,Smaaash Entertainment,3.7, 15 years old , 501-1k Employees , Indore +23 more,,
4078,Propelld,4.2, 8 years old , 1-10 Employees , Indore +16 more, Startup ,Internet 
4079,Being human,4.5, 17 years old , 51-200 Employees , Indore +26 more,,
4080,ANI INTEGRATED SERVICES,3.8, 36 years old , 1k-5k Employees , Indore +35 more, Public ,Engineering & Construction 
4081,Abacus Education,4.2,,,Indore,,
4082,Mahindra Epc Services,3.9,, 201-500 Employees , Nashik +21 more, Public ,Agriculture 
4083,Vasu Healthcare,4.0, 44 years old , 51-200 Employees , Vadodara +18 more,,
4084,Insuregram Insurance Brokers,3.7,,11-50 Employees , Noida +16 more,,
4085,Skyline,3.6, 21 years old , 11-50 Employees , Chennai +4 more,,
4086,Emxcel Travel Solutions,3.1, 8 years old , 51-200 Employees , Ahmedabad +8 more,,
4087,Maharaja Whiteline,4.0, 48 years old ,, New Delhi +12 more,,
4088,Afcons Infrastructure,4.4, 65 years old , 5k-10k Employees , Ahmedabad +99 more,,
4089,MCRL IT Solutions,4.2,,,Indore,,
4090,CCPL,3.8, 13 years old , 1-10 Employees , New Delhi +21 more,,
4091,Shri Vile Parle Kelvani Mandal,4.0, 90 years old , 201-500 Employees , Ahmedabad +7 more,,
4092,Clix Capital Services,3.9, 8 years old , 501-1k Employees , Ahmedabad +25 more,,
4093,Astute Corporate Services,3.4, 19 years old , 1k-5k Employees (Global) , Ahmedabad +19 more,,
4094,Niyogin Fintech,3.7, 7 years old , 51-200 Employees , Mumbai +8 more, Public ,Financial Services 
4095,CANTABIL RETAIL INDIA,4.3, 24 years old , 1k-5k Employees , New Delhi +62 more, Public ,Fashion & Textile 
4096,Gupta Enterprises,3.5,,11-50 Employees , New Delhi +9 more,,
4097,Champion International School,5.0,,, Indore,,
4098,Travel Tours,4.2,, 51-200 Employees , New Delhi +17 more,,
4099,V.K.Industries,4.0,,11-50 Employees (Global) , Ahmedabad +15 more,,
4100,Arysta Lifescience,3.9, 23 years old , 501-1k Employees (Global) , Indore +6 more,,
4101,Mitcon Consultancy and Engineering Services,3.7, 42 years old , 201-500 Employees , Indore +10 more, Public ,Education & Training 
4102,Life Care Hospital,4.1, 40 years old , 501-1k Employees (Global) , Indore +25 more,,
4103,Peps Industries,3.8, 18 years old , 501-1k Employees , Indore +38 more,,
4104,Swelect Energy Systems,4.2, 40 years old , 201-500 Employees , Indore +36 more, Public ,Electrical Equipment 
4105,Kisan Irrigations And Infrastructure,4.2,, 501-1k Employees , Indore +13 more,,
4106,Livegage Technologies,4.5,,,Indore,,
4107,National Highways Authority of India,4.1, 36 years old , 5k-10k Employees (Global) , Indore +100 more, Public ,Engineering & Construction 
4108,Rave Digital,5.0,,,Indore,,
4109,Turgajo Technologies,4.0, 16 years old , 11-50 Employees , Indore,,
4110,Hy-Tech Engineers,3.8, 46 years old , 201-500 Employees , Indore +8 more,,
4111,Kepler Healthcare,3.6, 11 years old , 51-200 Employees , Indore +33 more,,
4112,DuPont,4.1, 222 years old , 1k-5k Employees , Indore +46 more,,
4113,ZIM Laboratories,3.6, 40 years old , 1k-5k Employees , Indore +8 more, Public ,Pharma 
4114,Whitehat jr,3.5, 6 years old , 5k-10k Employees , Indore +50 more, Startup ,EdTech 
4115,SMC Global Securities,3.5, 30 years old ,1k-5k Employees , Indore +60 more, Public ,
4116,Staffnurse,3.5,, 10k-50k Employees , Indore +26 more,,
4117,Pristyn Care,3.7, 6 years old , 1k-5k Employees , Indore +27 more, Indian Unicorn ,Healthcare 
4118,Mohan Impex,3.5,,201-500 Employees , Indore +9 more,,
4119,Matic Technologies,4.0,,,Indore,,
4120,Creative Newtech,3.9,,, Indore +9 more,,
4121,Rosenberger Electronic,4.2, 66 years old , 501-1k Employees , Indore +31 more,,
4122,Dr Oetker,4.1, 133 years old , 201-500 Employees , Indore +28 more,,
4123,Advocate office,4.3,,,Indore +43 more,,
4124,Skyline Industries,2.1,,,Indore +1 more,,
4125,Dr. Bhatia Medical Coaching Institute,3.3,,11-50 Employees , Indore +8 more,,
4126,Quality Services & Solutions,3.4, 25 years old , 1-10 Employees , Indore +11 more,,
4127,Electrolab,3.2, 40 years old , 51-200 Employees , Indore +11 more,,
4128,Delta IoT Solutions,3.7,,,Indore +4 more,,
4129,Guru Harkrishan Public School,3.9, 49 years old , 201-500 Employees (Global) , Indore +6 more,,
4130,Afita Constructions,3.8, 17 years old , 51-200 Employees , Indore +12 more,,
4131,Air India,4.0, 94 years old , 10k-50k Employees , Indore +54 more,,
4132,Testo India,3.8,,51-200 Employees , Indore +13 more,,
4133,Academic Heights Public School,4.0, 15 years old , 11-50 Employees (Global) , Indore +13 more,,
4134,Bombay Intelligence Security,3.7, 48 years old , 51-200 Employees , Indore +48 more,,
4135,Aov International,3.9,, 201-500 Employees , Indore +11 more,,
4136,Idyllic Institute of Management,3.3,,,Indore,,
4137,Unipath Specialty Laboratory,4.1, 15 years old , 51-200 Employees , Indore +17 more,,
4138,Shree Rama Enterprises,4.3, 32 years old ,1-10 Employees , Indore +8 more,,
4139,Credo Brands Marketing,4.7, 26 years old , 501-1k Employees (Global) , Indore +12 more,,
4140,Technoplast Packaging,3.9, 5 years old , 501-1k Employees , Indore +3 more, Startup ,Petrochemicals 
4141,Kyb Conmat,4.2, 22 years old , 201-500 Employees , Indore +12 more,,
4142,J.J.Industries,4.8,,,Indore +3 more,,
4143,Aegis Infotech,2.9,,,Indore +1 more,,
4144,Cambist Consultants,2.6, 18 years old , 51-200 Employees (Global) , Indore +3 more,,
4145,Thermo Fisher Scientific,3.9, 68 years old , 1k-5k Employees , Indore +28 more, Forbes Global 2000 ,Pharma 
4146,Department of Atomic Energy,4.2, 70 years old ,51-200 Employees (Global) , Indore +7 more, Public ,
4147,Instant Procurement Services,3.8,,51-200 Employees , Indore +8 more,,
4148,KMA Technology Solutions,5.0,,,Indore,,
4149,Piramal Finance Sales And Service,4.3,, 5k-10k Employees , Indore +58 more,,
4150,Ryan International School,3.7, 32 years old , 10k-50k Employees , Indore +37 more, Public ,Education & Training 
4151,BCITS,4.1, 25 years old , 51-200 Employees , Indore +30 more,,
4152,Quess IT Staffing Solutions,3.5,,, Indore +50 more,Conglomerate ,
4153,Meena Bazaar,4.1, 54 years old , 201-500 Employees , Indore +12 more,,
4154,DUKES,3.7, 40 years old , 1k-5k Employees , Indore +29 more,,
4155,Aeon Credit Service,3.6, 13 years old , 201-500 Employees , Indore +8 more,,
4156,St. Norbert School Indore,4.7,,, Indore +4 more,,
4157,Wipro Infrastructure Engineering,3.8, 48 years old , 1k-5k Employees , Indore +35 more,,
4158,Crystal Ceramic Industries,2.9, 27 years old , 51-200 Employees , Indore +24 more,,
4159,Patanjali Parivahan,3.7, 15 years old , 1k-5k Employees , Indore +24 more,,
4160,DJ Group,4.1,,201-500 Employees , Indore +17 more,,
4161,Hilti,3.7, 83 years old , 501-1k Employees , Indore +36 more,,
4162,MITA,3.5, 25 years old , 51-200 Employees , Indore +7 more,,
4163,Ravi Energie,3.5, 30 years old ,1-10 Employees , Indore +4 more,,
4164,Nipro India Corporation,3.5, 14 years old , 201-500 Employees , Indore +14 more,,
4165,Wxit Consultant Services,4.0,,,Indore,,
4166,Newstrack,4.2,17 years old ,, Indore +1 more,,
4167,Vyapar,3.7, 7 years old , 501-1k Employees , Indore +29 more, Startup ,Software Product 
4168,DUKES,3.7, 40 years old , 1k-5k Employees , Indore +29 more,,
4169,Department of Atomic Energy,4.2, 70 years old ,51-200 Employees (Global) , Indore +7 more, Public ,
4170,Tally Solutions,4.3, 38 years old , 1k-5k Employees , Indore +54 more,,
4171,Automobile Engineering,4.2,, 201-500 Employees (Global) , Indore +20 more,,
4172,Neon Infotech,2.4,,,Indore +2 more,,
4173,Bigshare Services,2.9,,, Indore +9 more,,
4174,Global Health,3.4, 20 years old , 1-10 Employees , Indore +7 more,,
4175,Classic Floorings & Interiors,3.4, 29 years old , 51-200 Employees , Indore +10 more,,
4176,Sprng Energy,4.3, 7 years old , 11-50 Employees , Indore +13 more,,
4177,Ryan International School,3.7, 32 years old , 10k-50k Employees , Indore +37 more, Public ,Education & Training 
4178,BCITS,4.1, 25 years old , 51-200 Employees , Indore +30 more,,
4179,Cholamandalam Securities,4.0, 46 years old , 201-500 Employees , Indore +50 more, Public ,Investment Banking / Venture Capital / Private Equity 
4180,Interarch Building Product,4.2, 40 years old , 1k-5k Employees , Indore +23 more,,
4181,Insight Print Communications Private Limited,4.5, 32 years old , 201-500 Employees , Indore +7 more,,
4182,POWERCON Ventures India,3.7, 16 years old , 51-200 Employees , Indore +7 more,,
4183,GoMechanic,3.8, 8 years old , 501-1k Employees , Indore +17 more, Startup ,Internet 
4184,Namdev Finvest,4.5, 27 years old , 201-500 Employees , Indore +34 more,,
4185,Axis Finance,4.1, 29 years old , 1k-5k Employees , Indore +56 more,,
4186,92.7 BIG FM,3.0, 18 years old , 1k-5k Employees , Indore +19 more,,
4187,Kylient Software Solutions,5.0,,,Indore,,
4188,Crystal Ceramic Industries,2.9, 27 years old , 51-200 Employees , Indore +24 more,,
4189,Sunrise Hospital,4.3, 66 years old , 201-500 Employees (Global) , Indore +24 more,,
4190,Bluestone.com,3.8, 13 years old , 501-1k Employees , Indore +39 more, Startup ,Jewellery 
4191,Agilus Diagnostics,4.2,,,Indore +28 more,,
4192,Tech Mahindra Business Services,3.5, 21 years old , 5k-10k Employees , Indore +49 more, Public ,BPO 
4193,Moneyboxx Finance,3.9,, 11-50 Employees , Indore +24 more,,
4194,Wipro Infrastructure Engineering,3.8, 48 years old , 1k-5k Employees , Indore +35 more,,
4195,Aeon Credit Service,3.6, 13 years old , 201-500 Employees , Indore +8 more,,
4196,St. Norbert School Indore,4.7,,, Indore +4 more,,
4197,Patanjali Parivahan,3.7, 15 years old , 1k-5k Employees , Indore +24 more,,
4198,Xyz Company,3.8,, 51-200 Employees (Global) , Indore +94 more,,
4199,ECE Elevators,4.1,, 5k-10k Employees , Indore +14 more,,
4200,Sundaram Asset Management Company,3.7,, 501-1k Employees , Indore +18 more,,
4201,Sahyadri Farms,4.1, 13 years old , 10k-50k Employees , Indore +13 more,,
4202,Nestor Pharmaceuticals,2.9, 107 years old , 51-200 Employees , Indore +11 more, Public ,Pharma 
4203,M.P. State Electronics Development Corporation,4.1,,51-200 Employees , Indore +4 more,,
4204,Neetrya Eye Care,3.7,, 11-50 Employees , Indore +9 more,,
4205,KIA MOTORS,3.9, 80 years old , 1k-5k Employees , Indore +138 more, Forbes Global 2000 ,Automobile 
4206,Fortune Metals,4.5,,501-1k Employees , Indore +3 more,,
4207,Automobile Carriers,4.5,, 11-50 Employees , Indore +10 more,,
4208,ABIS Exports,4.0, 39 years old , 1k-5k Employees , Indore +66 more,,
4209,KOG KTV Food Products India,5.0,,,Indore +27 more,,
4210,Wind World,4.0, 30 years old , 5k-10k Employees , Indore +62 more,,
4211,Qwik Supply Chain,3.7,,1k-5k Employees , Indore +113 more,,
4212,St. Joseph Convent School,4.3,, 11-50 Employees , Indore +22 more,,
4213,HEPL - A Cavinkare Group Company,3.9,,,Indore +10 more,,
4214,Captain Tractors,4.1, 30 years old , 501-1k Employees , Indore +11 more,,
4215,MINISO,3.9, 11 years old , 1k-5k Employees (Global) , Indore +37 more,,
4216,Safetech Systems,4.5,,,Indore +2 more,,
4217,Agro Tech Foods,4.2, 38 years old , 501-1k Employees , Indore +60 more, Public ,FMCG 
4218,CADD Centre Training Services,4.1, 36 years old , 1k-5k Employees , Indore +123 more,,
4219,PeopleStrong,3.6, 18 years old , 1k-5k Employees , Indore +18 more,,
4220,Citelum India,4.4, 31 years old , 51-200 Employees , Indore +4 more,,
4221,SAMEER,4.0,,, Indore +5 more,Government ,
4222,Indegene,3.6, 26 years old , 1k-5k Employees , Indore +22 more,,
4223,Mia by Tanishq,4.3,8 years old ,, Indore +11 more,,
4224,Tata Pigments,3.5, 97 years old , 501-1k Employees , Indore +12 more,,
4225,Eptisa,3.5, 68 years old , 51-200 Employees , Indore +25 more,,
4226,TRADE STALLION LIMITED,4.1,,,Indore,,
4227,Tenon Facility Management,3.6, 29 years old , 201-500 Employees , Indore +34 more,,
4228,Muthoot Exim,4.2, 26 years old ,5k-10k Employees , Indore +10 more,,
4229,Total Shipping & Logistics,3.5, 26 years old , 201-500 Employees , Indore +27 more,,
4230,Concord Biotech,3.7, 24 years old , 501-1k Employees , Indore +12 more, Public ,Pharma 
4231,INTEGRAL SOLUTIONS,4.7,,11-50 Employees (Global) , Indore +1 more,,
4232,Hewlett Packard Enterprise,4.3, 9 years old , 10k-50k Employees , Indore +85 more, Forbes Global 2000 ,IT Services & Consulting 
4233,Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.6, 14 years old , 501-1k Employees , Indore +61 more,,
4234,Vaalve India,3.9, 7 years old , 51-200 Employees , Indore +16 more,,
4235,Microtek International,3.7, 44 years old , 201-500 Employees , Indore +84 more,,
4236,Brilloca,4.1,, 501-1k Employees , Indore +20 more,,
4237,Madhya Pradesh Metro Rail Corporation,3.3,,,Indore +1 more,,
4238,MobileComm Technologies India,3.8, 22 years old , 201-500 Employees , Indore +24 more,,
4239,Lab Tech,4.3,,, Indore +21 more,,
4240,Tenon Facility Management,3.6, 29 years old , 201-500 Employees , Indore +34 more,,
4241,Infosparkles Technology,5.0,10 years old ,, Indore,,
4242,Himalayan Auto Era,4.1,,,Indore +4 more,,
4243,Multiplex Group of Companies,4.2,,, Indore +7 more,,
4244,KPMG India,3.6, 37 years old , 10k-50k Employees , Indore +75 more,,
4245,Stonex,4.2, 23 years old , 201-500 Employees , Indore +16 more,,
4246,Entigrity Solutions,4.2, 9 years old , 1k-5k Employees , Indore +12 more,,
4247,Dodla Dairy,4.3, 29 years old , 1k-5k Employees , Indore +56 more,,
4248,Crisil,3.7, 37 years old , 1k-5k Employees , Indore +53 more, Public ,Financial Services 
4249,Zoomcar,3.7, 12 years old , 1k-5k Employees , Indore +29 more, Startup ,Internet 
