,company_name,company_rating,old,total_employees,cities,type,industry
1833,Hetero Healthcare,3.6, 18 years old , 1k-5k Employees , Indore +60 more,,
1834,Drive India Enterprise Solutions Limited (DIESL),3.8, 21 years old , 1k-5k Employees (Global) , Indore +30 more,,
1835,Ageas Federal Life Insurance,3.7, 16 years old , 1k-5k Employees , Mumbai +109 more,,
1836,Supertron Electronics,4.1, 31 years old , 501-1k Employees , Kolkata +20 more,,
1837,Srei Equipment Finance,4.5, 35 years old , 1k-5k Employees , Kolkata +75 more, Public ,Financial Services 
1838,BCM GROUP,4.1, 15 years old , 11-50 Employees , bucharest romania  +10 more,,
1839,Hindware,4.0, 64 years old , 1k-5k Employees , Gurgaon +92 more,,
1840,HFCL,4.2, 37 years old , 1k-5k Employees , Indore +92 more, Public ,Hardware & Networking 
1841,Care Hospital,4.2, 27 years old , 1k-5k Employees , Indore +36 more,,
1842,Gulf Oil Lubricants,4.1, 31 years old , 501-1k Employees , Indore +66 more, Public ,Chemicals / Agri Inputs 
1843,Narayana Educational Society,3.7, 39 years old , 1k-5k Employees , Indore +130 more,,
1844,Delhi World Public School,3.6, 9 years old , 11-50 Employees , Indore +48 more,,
1845,Vetoquinol India,3.8, 91 years old , 201-500 Employees , Indore +14 more,,
1846,AB Mauri India,4.0, 64 years old , 201-500 Employees , Indore +20 more,,
1847,Honda Motorcycle & Scooter,4.1, 23 years old , 10k-50k Employees , Indore +217 more,,
1848,Resource Combine Solutions,5.0,,,Indore +1 more,,
1849,MRF Vapocure Paints,4.0, 35 years old , 51-200 Employees , Indore +65 more,,
1850,DS Group,4.1, 95 years old , 1k-5k Employees , Indore +208 more, Conglomerate ,FMCG 
1851,Bhatia International,3.9,,11-50 Employees (Global) , Indore +8 more,,
1852,BlackBuck,3.9, 9 years old , 1k-5k Employees , Indore +320 more, Indian Unicorn ,Internet 
1853,AIS Glass Solutions,3.8, 40 years old , 51-200 Employees , Indore +29 more,,
1854,Nuziveedu Seeds,4.2, 51 years old , 1k-5k Employees , Indore +53 more, Public ,Agriculture 
1855,Innovative Clad Solutions,3.8,, 51-200 Employees , Indore +3 more,,
1856,Domino Printech,4.1, 28 years old , 201-500 Employees , Indore +24 more,,
1857,Imperial Auto Industries,3.8, 55 years old , 1k-5k Employees , Indore +33 more, Public ,Auto Components 
1858,Suburban Diagnostics,3.9, 30 years old , 201-500 Employees , Indore +11 more,,
1859,Vadilal Industries,4.1, 117 years old , 501-1k Employees , Indore +76 more, Public ,FMCG 
1860,Sterling Holiday Resort,3.9, 38 years old , 1k-5k Employees , Indore +59 more, Public ,Hospitality 
1861,Cotecna Inspection India,3.9, 50 years old , 201-500 Employees , Indore +28 more,,
1862,Safex Chemicals,4.4, 33 years old , 501-1k Employees , Indore +11 more,,
1863,Themis Medicare,3.7, 55 years old , 201-500 Employees , Indore +33 more, Public ,Pharma 
1864,Apconic Software,4.4, 13 years old , 11-50 Employees , Indore +2 more,,
1865,Parag Milk Foods,4.3, 32 years old , 1k-5k Employees , Indore +68 more, Public ,FMCG 
1866,Bharat Sanchar Nigam,4.0, 24 years old , 50k-1 Lakh Employees , Indore +210 more,,
1867,Micromax Informatics,3.7, 24 years old , 1k-5k Employees , Indore +109 more,,
1868,Prem Motors,4.0, 34 years old , 1k-5k Employees , Indore +15 more,,
1869,Mahindra Trucks & Buses,3.8,,, Indore +51 more,,
1870,Empire Spices & Foods,4.4, 30 years old , 501-1k Employees , Indore +18 more,,
1871,Ansal Housing & Construction,3.7, 41 years old , 201-500 Employees , Indore +11 more, Public ,Real Estate 
1872,Smollan Group,4.3, 93 years old , 501-1k Employees , Indore +106 more,,
1873,Dee Vee Projects,3.9, 35 years old , 51-200 Employees , Indore +31 more,,
1874,Tech Rudraum,4.4,,,Indore +2 more,,
1875,AirAsia,3.6, 11 years old , 1k-5k Employees , Indore +24 more, Public ,Aviation 
1876,Rcpl Logistics,3.2, 27 years old , 501-1k Employees , Indore +21 more,,
1877,Rallis India,4.3, 76 years old , 1k-5k Employees , Indore +89 more, Public ,Agro Chemicals 
1878,Legrand,3.7, 164 years old , 1k-5k Employees , Indore +45 more, Forbes Global 2000 ,Electrical Equipment 
1879,Insta Connects,2.9,,,Indore,,
1880,RenewBuy,3.8, 10 years old , 1k-5k Employees , Indore +76 more, Startup ,Insurance 
1881,Aero Club-Woodland Store,3.9, 32 years old , 10k-50k Employees , Indore +37 more,,
1882,LANDMARK HONDA,3.9, 26 years old , 501-1k Employees , Indore +7 more,,
1883,Logistics Service,4.4,,,Indore +40 more,,
1884,Ofbusiness,3.1, 9 years old , 1k-5k Employees , Indore +31 more, Indian Unicorn ,Internet 
1885,Ozone Overseas,4.0, 24 years old , 51-200 Employees , Indore +38 more,,
1886,Ardex Endura,4.1, 75 years old , 201-500 Employees , Indore +36 more,,
1887,RSH Global,4.3, 36 years old , 51-200 Employees , Indore +27 more,,
1888,Colgate Palmolive,4.2, 87 years old , 1k-5k Employees , Indore +96 more, Public ,FMCG 
1889,V-Xpress,4.1, 22 years old , 1k-5k Employees , Indore +53 more,,
1890,Nichino,3.9, 55 years old ,501-1k Employees , Indore +29 more,,
1891,Udaan India - The Original Visa Company,4.3,,,Indore +76 more,,
1892,Vidal Health Insurance,4.0,, 201-500 Employees , Indore +27 more,,
1893,Hvantage Technologies,4.6,,11-50 Employees , Indore,,
1894,Adroit Mechanical Workshop,3.7, 20 years old , 11-50 Employees (Global) , Indore +9 more,,
1895,D.B ENGINEERING,4.4, 73 years old , 51-200 Employees , Indore +13 more,,
1896,Anusandhan Analytical and Biochemical Research Laboratory,2.8,, 11-50 Employees , Indore,,
1897,Weartech Engineering,4.2, 35 years old , 51-200 Employees , Indore +2 more,,
1898,Coolberg Beverages,3.5, 8 years old , 201-500 Employees , Indore +34 more,,
1899,Paramtech Cad Services,3.4, 16 years old , 201-500 Employees , Indore +7 more,,
1900,Ceinsys Tech,3.9, 26 years old , 501-1k Employees , Indore +36 more, Public ,IT Services & Consulting 
1901,Krishi Rasayan Exports,3.9, 29 years old , 201-500 Employees , Indore +29 more,,
1902,Arkel Electronic India,3.8,, 51-200 Employees , Indore +4 more,,
1903,Lakshmi Narain College of Technology,3.5,, 51-200 Employees , Indore +4 more,,
1904,Radio Mirchi,3.4,, 501-1k Employees , Indore +42 more,,
1905,SVKM's NMIMS,3.7,, 201-500 Employees , Indore +10 more,,
1906,Primeone Workforce,4.2, 19 years old , 51-200 Employees , Indore +24 more,,
1907,Sirca Paints India,4.3, 18 years old , 51-200 Employees , Indore +24 more, Public ,Chemicals 
1908,ManipalCigna Health Insurance,3.9, 12 years old , 1k-5k Employees , Indore +86 more,,
1909,Hinduja Finance,4.1, 16 years old , 201-500 Employees , Indore +110 more,,
1910,Wardwizard Innovations & Mobility,4.1, 8 years old , 51-200 Employees , Indore +29 more, Public ,Automobile 
1911,Capital Business Systems,3.8, 74 years old , 201-500 Employees , Indore +66 more,,
1912,Papaya Tree Hotels & Resorts,5.0,,,Indore,,
1913,Candor Textiles,1.7,,51-200 Employees , Indore,,
1914,Sterlite Technologies,3.8, 36 years old , 1k-5k Employees , Indore +80 more, Public ,Hardware & Networking 
1915,Tata International,3.7, 62 years old , 1k-5k Employees , Indore +37 more, Public ,Import & Export 
1916,AB Mauri India,4.0, 64 years old , 201-500 Employees , Indore +20 more,,
1917,Honda Motorcycle & Scooter,4.1, 23 years old , 10k-50k Employees , Indore +217 more,,
1918,Vetoquinol India,3.8, 91 years old , 201-500 Employees , Indore +14 more,,
1919,Resource Combine Solutions,5.0,,,Indore +1 more,,
1920,Amara Raja Group,4.2, 39 years old , 5k-10k Employees , Indore +56 more, Public ,Auto Components 
1921,Lloyd Insulations,3.6, 66 years old , 501-1k Employees , Indore +32 more,,
1922,DS Group,4.1, 95 years old , 1k-5k Employees , Indore +208 more, Conglomerate ,FMCG 
1923,MRF Vapocure Paints,4.0, 35 years old , 51-200 Employees , Indore +65 more,,
1924,Go Colors,4.1, 14 years old , 51-200 Employees , Indore +47 more,,
1925,ITC Limited Foods Division,4.0, 114 years old , 10k-50k Employees , Indore +67 more,,
1926,Dream Cyber Infoway,3.1, 15 years old ,, Indore,,
1927,IDC Technologies,3.3, 21 years old , 1k-5k Employees , Indore +56 more,,
1928,Shah Marketing,3.6,,51-200 Employees , Indore +2 more,,
1929,Godrej Capital,3.3,, 201-500 Employees , Indore +12 more,,
1930,Deloitte,3.9, 179 years old , 1 Lakh+ Employees , Indore +151 more,,
1931,Jai Kisan,3.7, 7 years old , 51-200 Employees , Indore +26 more, Startup ,Internet 
1932,The Saraswat Co-operative Bank,3.4, 106 years old , 1k-5k Employees , Indore +29 more, Public ,Banking 
1933,Biocon Biologics,3.8, 46 years old , 1k-5k Employees , Indore +30 more, Public ,Biotechnology 
1934,Nilkamal Furniture,4.1, 34 years old , 1k-5k Employees , Indore +56 more, Public ,Furniture & Furnishing 
1935,Fuji Electric,3.9, 101 years old , 1k-5k Employees , Indore +33 more,,
1936,Yashaswi Academy For Skills,4.0, 40 years old , 501-1k Employees , Indore +24 more,,
1937,Gate6,4.3, 28 years old , 51-200 Employees (Global) , Indore,,
1938,Tropilite Foods,4.5, 42 years old , 201-500 Employees , Indore +22 more,,
1939,Troikaa Pharmaceuticals,3.8, 41 years old , 1k-5k Employees , Indore +66 more,,
1940,Wardwizard Innovations & Mobility,4.1, 8 years old , 51-200 Employees , Indore +29 more, Public ,Automobile 
1941,Essentia Luxury Hotel,4.2,,,Indore,,
1942,Tropilite Foods,4.5, 42 years old , 201-500 Employees , Indore +22 more,,
1943,Kifs Housing Finance,4.4, 9 years old , 51-200 Employees , Indore +67 more,,
1944,Kriti Group,3.3,,51-200 Employees , Indore +3 more,,
1945,P N Gadgil Jewellers,4.5, 192 years old , 1k-5k Employees , Indore +17 more,,
1946,Retailio,3.8, 8 years old ,, Indore +30 more, Startup ,Internet 
1947,Harshvardhan's Laboratories,4.6,,11-50 Employees , Indore +1 more,,
1948,Indusind Marketing & Financial Services,4.0, 22 years old , 501-1k Employees , Indore +245 more,,
1949,Rudraksha Technology,3.1,,51-200 Employees , Indore +6 more,,
1950,Satisfaction Products,4.5,29 years old ,, Indore,,
1951,PHARMA TRADERS,4.8,, 11-50 Employees , Indore +7 more,,
1952,Indian School Finance Company,4.6, 30 years old , 51-200 Employees , Indore +39 more,,
1953,Lirisoft,4.6,,,Indore +1 more,,
1954,Bosch Power Tools,4.4, 65 years old , 201-500 Employees , Indore +30 more,,
1955,RV Solutions,4.0, 16 years old , 201-500 Employees , Indore +32 more,,
1956,Sanofi,4.4, 20 years old , 1k-5k Employees , Indore +71 more, Public ,Pharma 
1957,D P Abhushan,4.3,, 501-1k Employees , Indore +5 more, Public ,Metals & Mining 
1958,ESDS Software Solutions,4.0, 19 years old , 501-1k Employees , Indore +13 more,,
1959,Ravi Infrabuild Projects,4.0, 15 years old , 201-500 Employees , Indore +16 more,,
1960,Harshvardhan's Laboratories,4.6,,11-50 Employees , Indore +1 more,,
1961,Avanse Financial Services,4.0, 12 years old , 501-1k Employees , Indore +23 more, Startup ,Financial Services 
1962,Kriti Group,3.3,,51-200 Employees , Indore +3 more,,
1963,ESDS Software Solutions,4.0, 19 years old , 501-1k Employees , Indore +13 more,,
1964,Johnson & Johnson,4.2, 67 years old , 1k-5k Employees , Indore +137 more, Forbes Global 2000 ,Pharma 
1965,D P Abhushan,4.3,, 501-1k Employees , Indore +5 more, Public ,Metals & Mining 
1966,SGS Technologie,2.4,,, Indore +4 more,,
1967,Maharashtra Hybrid Seed Company,4.1, 60 years old , 1k-5k Employees , Indore +55 more,,
1968,Ravi Infrabuild Projects,4.0, 15 years old , 201-500 Employees , Indore +16 more,,
1969,Lirisoft,4.6,,,Indore +1 more,,
1970,PHARMA TRADERS,4.8,, 11-50 Employees , Indore +7 more,,
1971,Indian School Finance Company,4.6, 30 years old , 51-200 Employees , Indore +39 more,,
1972,Sanofi,4.4, 20 years old , 1k-5k Employees , Indore +71 more, Public ,Pharma 
1973,Bosch Power Tools,4.4, 65 years old , 201-500 Employees , Indore +30 more,,
1974,RV Solutions,4.0, 16 years old , 201-500 Employees , Indore +32 more,,
1975,Simran Farms,4.8, 40 years old , 501-1k Employees , Indore +4 more, Public ,FMCG 
1976,Udaan Logistics,4.2,,,Indore +77 more,,
1977,Merino Industries,2.7, 56 years old , 1k-5k Employees , Indore +57 more, Public ,Furniture & Furnishing 
1978,Allengers Medical Systems,3.2, 37 years old , 1k-5k Employees , Indore +35 more, Public ,Medical Equipment 
1979,PRECISION RUBBER INDUSTRIES PVT.LTD.,2.7,,51-200 Employees , Indore +3 more,,
1980,IQVIA,4.0, 42 years old , 10k-50k Employees , Indore +44 more, Forbes Global 2000 ,Clinical Research 
1981,ICICI Prudential Mutual Fund,3.8, 31 years old , 1k-5k Employees , Indore +131 more,,
1982,Bajaj Auto,3.9, 79 years old , 5k-10k Employees , Indore +258 more, Public ,Automobile 
1983,Moira Sariya,3.9,,,Indore +2 more,,
1984,Ajio Business,3.7,,,Indore +98 more,,
1985,Db Infrastructure,4.1,,, Indore +1 more,,
1986,Dexbytes Infotech,2.9, 9 years old , 51-200 Employees (Global) , Indore,,
1987,Amazon Seller Central,4.3,, 10k-50k Employees , Indore +30 more,,
1988,NJ India Invest,3.7, 30 years old , 1k-5k Employees , Indore +74 more,,
1989,RAK Ceramics,3.9, 35 years old , 501-1k Employees , Indore +46 more,,
1990,MSL Driveline Systems,4.3, 45 years old , 201-500 Employees , Indore +7 more,,
1991,Choice Equity Broking,3.9, 14 years old , 51-200 Employees , Indore +23 more,,
1992,Eris Lifesciences,3.8, 17 years old , 1k-5k Employees , Indore +75 more, Public ,Pharma 
1993,Uber eats,4.5, 10 years old , 1k-5k Employees (Global) , Indore +22 more, Startup ,Internet 
1994,Grasim Industries,4.1, 77 years old , 10k-50k Employees , Indore +116 more, Public ,Building Material 
1995,Mahendra Industries,4.4, 28 years old , 51-200 Employees , Indore +11 more,,
1996,ReNew,4.3, 13 years old , 1k-5k Employees , Indore +80 more,,
1997,KFintech,3.7, 7 years old , 5k-10k Employees , Indore +100 more, Startup ,FinTech 
1998,Hyundai Motor India Limited,4.4, 57 years old , 10k-50k Employees , Indore +263 more, Fortune India 500 ,Automobile 
1999,Zee Entertainment Enterprises,3.6, 32 years old , 1k-5k Employees , Indore +28 more, Public ,Media & Entertainment 
2000,Eris Lifesciences,3.8, 17 years old , 1k-5k Employees , Indore +75 more, Public ,Pharma 
2001,Godrej & Boyce Manufacturing,4.0, 127 years old , 10k-50k Employees , Indore +129 more, Fortune India 500 ,Consumer Electronics & Appliances 
2002,Vertiv,4.0, 8 years old , 51-200 Employees (Global) , Indore +47 more, Startup ,IT Services & Consulting 
2003,Zee Entertainment Enterprises,3.6, 32 years old , 1k-5k Employees , Indore +28 more, Public ,Media & Entertainment 
2004,Hyundai Motor India Limited,4.4, 57 years old , 10k-50k Employees , Indore +263 more, Fortune India 500 ,Automobile 
2005,Godrej Agrovet,4.1,, 1k-5k Employees , Indore +108 more,,
2006,McCain Foods,4.2, 28 years old , 501-1k Employees , Indore +56 more,,
2007,St. Arnold's Higher Sec. School,4.7,, 51-200 Employees , Indore +1 more,,
2008,Effort BPO,4.1, 20 years old , 51-200 Employees , Indore +6 more,,
2009,Bullmart Technologies,4.6,, 11-50 Employees (Global) , Indore,,
2010,Scale-ban Equipments,1.0, 25 years old ,11-50 Employees (Global) , Indore,,
2011,Spentex Industries,3.7, 33 years old , 51-200 Employees , Indore +6 more,,
2012,COVETUS,1.1,,, Indore,,
2013,CMIE,3.6, 48 years old , 201-500 Employees , Indore +9 more,,
2014,Wide Vision Technologies,2.7,,51-200 Employees (Global) , Indore,,
2015,Bulkpack Exports,4.3,,51-200 Employees , Indore +1 more,,
2016,Narmada Control Authority,4.5,,,Indore,,
2017,Vijayshri Paper Product,2.6,,,Indore,,
2018,AB INFOTECH,4.2,, 11-50 Employees , Indore +8 more,,
2019,Dream India Edu Management Solutions,3.2, 11 years old , 201-500 Employees , Indore +10 more,,
2020,Ace engineerings& Chemicals pvt.ltd.indore,1.1,,51-200 Employees , Indore,,
2021,Gwb It Solutions,1.4,,,Indore,,
2022,Continental Refractories,4.7,,,Indore,,
2023,Anand Organics,2.3, 32 years old ,11-50 Employees , Indore +3 more,,
2024,Jindal Mectec,3.9,, 201-500 Employees , Indore +4 more,,
2025,Dexters Logistics,3.5, 14 years old , 51-200 Employees , Indore +21 more,,
2026,SIGMA CHEMICALS,1.8,,201-500 Employees , Indore,,
2027,Unique Saws Machinery,3.9,,, Indore,,
2028,Shivganga Drillers,2.3, 19 years old ,51-200 Employees , Indore,,
2029,Pixlr IT Solution LLC,4.9,,,Indore,,
2030,Alpine risk Mitigation Services,4.9,,,Indore +2 more,,
2031,Priya Events,4.3,,11-50 Employees , Indore,,
2032,North West Carrying Co.,3.6, 26 years old , 10k-50k Employees , Indore +19 more,,
2033,Agarwal Public School,4.4, 29 years old , 51-200 Employees (Global) , Indore +2 more,,
2034,Bhavans Prominent School,1.6,,, Indore,,
2035,Premier Biosoft,2.1,,,Indore,,
2036,Techvalens Software Systems,4.6,, 11-50 Employees , Indore,,
2037,Aptech Aviation Hospitality Academy,3.1,, 11-50 Employees , Indore +13 more,,
2038,Sainath Ford,4.8,,,Indore,,
2039,Agya Auto,4.2,,51-200 Employees , Indore +2 more,,
2040,I-Novate Technologies,3.0,,201-500 Employees , Indore,,
2041,Deccan Earthmovers,4.4,,, Indore +4 more,,
2042,Concept Information Systems,4.9,,, Indore,,
2043,Fasttrack HR Services,3.4,, 11-50 Employees (Global) , Indore +1 more,,
2044,Exaalgia IT Solutions,5.0, 12 years old , 51-200 Employees (Global) , Indore,,
2045,SIGMA CHEMICALS,1.8,,201-500 Employees , Indore,,
2046,Ambika Solvex,1.9,,501-1k Employees , Indore +1 more,,
2047,Bandhan Financial Services,3.8, 23 years old , 10k-50k Employees (Global) , Indore +26 more, Public ,Financial Services 
2048,MPSEB,4.9,,,Indore +2 more,,
2049,Agility,4.1, 45 years old , 1k-5k Employees , Indore +37 more,,
2050,Indore Cnc,2.8,,,Indore +1 more,,
2051,Think,2.6,, 201-500 Employees , Indore +21 more,,
2052,ProfitAim,5.0,,51-200 Employees (Global) , Indore,,
2053,Sarco Roadlines,2.5,,,Indore +4 more,,
2054,Advance Cooling Towers,4.1,, 51-200 Employees , Indore +4 more,,
2055,Anand Organics,2.3, 32 years old ,11-50 Employees , Indore +3 more,,
2056,Gwb It Solutions,1.4,,,Indore,,
2057,Continental Refractories,4.7,,,Indore,,
2058,Sainath Ford,4.8,,,Indore,,
2059,Mahakali Foods,4.8,,51-200 Employees , Indore,,
2060,Reflexallen,3.7,,11-50 Employees , Indore +2 more,,
2061,Talwalkars Better value Fitness,4.1, 92 years old , 201-500 Employees , Indore +54 more, Public ,Fitness & Wellness 
2062,Connekt Technologies,4.6,,11-50 Employees (Global) , Indore,,
2063,Mahakali Foods,4.8,,51-200 Employees , Indore,,
2064,RATAN AYURVEDIC SANSTHAN,3.2,,11-50 Employees , Indore +3 more,,
2065,Gitanjali Lifestyle,4.5,,,Indore +2 more,,
2066,Tenco Group,3.2,,, Indore,,
2067,Advance Cooling Towers,4.1,, 51-200 Employees , Indore +4 more,,
2068,Precision Coatings Pvt. Ltd. Indore,5.0,,51-200 Employees , Indore +1 more,,
2069,Ambika Solvex,1.9,,501-1k Employees , Indore +1 more,,
2070,777 Trades Research Services,3.4,,, Indore,,
2071,Central Mall,4.0,,1-10 Employees (Global) , Indore +14 more,,
2072,C21 mall,4.1,,,Indore,,
2073,Cool Aid,3.1, 31 years old , 501-1k Employees (Global) , Indore, Public ,Electrical Equipment 
2074,Carryon Foods,4.9,10 years old ,, Indore,,
2075,Iilmt Educom,2.2,11 years old ,, Indore,,
2076,Vinayak Autolink,4.9, 16 years old , 501-1k Employees , Indore,,
2077,Maharaja Yeshwantrao Hospital,4.6,,,Indore,,
2078,Tuosi Technology,5.0,,,Indore,,
2079,Matex Technology,5.0,,,Indore,,
2080,Surjeet Hyundai,3.7,,, Indore +1 more,,
2081,Maharaja Yeshwantrao Hospital,4.6,,,Indore,,
2082,Tuosi Technology,5.0,,,Indore,,
2083,Matex Technology,5.0,,,Indore,,
2084,Central Mall,4.0,,1-10 Employees (Global) , Indore +14 more,,
2085,Cool Aid,3.1, 31 years old , 501-1k Employees (Global) , Indore, Public ,Electrical Equipment 
2086,C21 mall,4.1,,,Indore,,
2087,Vinayak Autolink,4.9, 16 years old , 501-1k Employees , Indore,,
2088,Dutech Solution,4.4,,,Indore,,
2089,Centrapath Labs,4.0,,,Indore,,
2090,WizeHire,1.9,,,Indore,,
2091,FeedBox,3.5, 7 years old , 11-50 Employees , Indore,,
2092,Assar Vehicle,5.0,,,Indore,,
2093,Ecosystem Ventures,1.2,,,Indore,,
2094,Pecon Power,4.9,,,Indore +2 more,,
2095,CUZTOMISE SOFTECH,4.6,,,Indore,,
2096,Vedaant Vidhyakulum,3.7,,,Indore,,
2097,Capital Ways Investment Adviser,3.4,,,Indore,,
2098,Throughout Technologies,5.0, 7 years old , 11-50 Employees , Indore,,
2099,Acretix Software,4.6,, 11-50 Employees , Indore,,
2100,SCF SERVICES,5.0,,,Indore +1 more,,
2101,Aditya Birla Skills Foundation,4.5,,, Indore +14 more,,
2102,AVM Infotech,4.7,,,Indore +3 more,,
2103,MSB EDUCATIONAL INSTITUTE,4.2,,, Indore +10 more,,
2104,J. V. Corporation,4.8,,,Indore,,
2105,Blu Infrastructure,5.0,,, Indore +1 more,,
2106,VIRTUAL EXPERTS,4.4,,,Indore,,
2107,Bharat Life Style Furniture Company,4.9,,, Indore,,
2108,SHIVANI CARRIERS.,4.9,,,Indore,,
2109,SRS Valutech,1.0,13 years old ,, Indore,,
2110,Kasliwal Hyundai,5.0,,,Indore,,
2111,Shield Research Indore,1.9,,,Indore,,
2112,A2Z Packaging Bazar,4.0,,,Indore +1 more,,
2113,Atwesh Solutions,3.3,,,Indore,,
2114,Maruti Air Couriers & Cargo,4.3,,11-50 Employees , Indore +6 more,,
2115,Anand Jewels,4.3,,51-200 Employees , Indore,,
2116,Capri Assurance & Advisory Servicies,4.5,,,Indore +1 more,,
2117,Aamorb Pharmaceuticals,3.7,,51-200 Employees , Indore,,
2118,Docusoft,5.0,,,Indore +2 more,,
2119,Little Wonders Convent School,4.8,,, Indore +1 more,,
2120,I-Novate Technologies,3.0,,201-500 Employees , Indore,,
2121,JIAAN BIOTECH,3.9,,,Indore,,
2122,Digamber School,4.9,,, Indore,,
2123,Radius Corporate Solutions,3.6,, 501-1k Employees , Indore +2 more,,
2124,Tele World Marketing,2.4,,,Indore,,
2125,Logicash,3.2, 14 years old , 1k-5k Employees (Global) , Indore +26 more,,
2126,Sarco Roadlines,2.5,,,Indore +4 more,,
2127,Gangrade Associates,3.1,,, Indore,,
2128,Excel Crop Care,3.9, 60 years old , 1k-5k Employees , Indore +15 more, Public ,Agro Chemicals 
2129,CEBBCO,4.2, 45 years old ,1k-5k Employees (Global) , Indore +4 more,,
2130,ConsultAdd,4.2, 13 years old , 201-500 Employees , Indore +1 more,,
2131,Bulkpack Exports,4.3,,51-200 Employees , Indore +1 more,,
2132,Vijayshri Paper Product,2.6,,,Indore,,
2133,Panchsheel Organics,3.3, 35 years old , 51-200 Employees , Indore +2 more, Public ,Pharma 
2134,Vikrant Group Institutions,2.6, 17 years old , 51-200 Employees , Indore,,
2135,AB INFOTECH,4.2,, 11-50 Employees , Indore +8 more,,
2136,Narmada Control Authority,4.5,,,Indore,,
2137,Indus Mega Food Park,3.8, 13 years old ,51-200 Employees , Indore +3 more,,
2138,ProfitAim,5.0,,51-200 Employees (Global) , Indore,,
2139,Think,2.6,, 201-500 Employees , Indore +21 more,,
2140,WahInnovations,1.0,,,Indore,,
2141,Pixlr IT Solution LLC,4.9,,,Indore,,
2142,Alpine risk Mitigation Services,4.9,,,Indore +2 more,,
2143,Tele World Marketing,2.4,,,Indore,,
2144,Soft Spectrum Technology,5.0,,,Indore,,
2145,777 Trades Research Services,3.4,,, Indore,,
2146,Vikrant Group Institutions,2.6, 17 years old , 51-200 Employees , Indore,,
2147,Priya Events,4.3,,11-50 Employees , Indore,,
2148,Mahima Purespun,4.0,,501-1k Employees , Indore,,
2149,North West Carrying Co.,3.6, 26 years old , 10k-50k Employees , Indore +19 more,,
2150,Agarwal Public School,4.4, 29 years old , 51-200 Employees (Global) , Indore +2 more,,
2151,ETPL,3.4,,,Indore +8 more,,
2152,Hindustan Phosphates,4.9,,51-200 Employees , Indore,,
2153,Dexters Logistics,3.5, 14 years old , 51-200 Employees , Indore +21 more,,
2154,Precision Coatings Pvt. Ltd. Indore,5.0,,51-200 Employees , Indore +1 more,,
2155,JIAAN BIOTECH,3.9,,,Indore,,
2156,Nwcc Supply Chain Solutions,3.8,, 51-200 Employees , Indore +8 more,,
2157,Carryon Foods,4.9,10 years old ,, Indore,,
2158,Iilmt Educom,2.2,11 years old ,, Indore,,
2159,Digamber School,4.9,,, Indore,,
2160,Ekspe Software Services LLP,2.7, 11 years old , 11-50 Employees , Indore +1 more,,
2161,Krishu Motor Craft,5.0, 29 years old ,51-200 Employees , Indore,,
2162,Easy Employment,5.0, 9 years old ,11-50 Employees , Indore,,
2163,Retailautomata Analytics,4.6,,,Indore,,
2164,Grep Ruby Webtech,5.0,12 years old ,, Indore,,
2165,Softinator Techlabs,4.5,11 years old ,, Indore,,
2166,Urja Facility Management Services,3.5,,,Indore,,
2167,24 Carat Financial Services,3.1,, 51-200 Employees (Global) , Indore,,
2168,HomePage InfoTech Solutions,3.6,,,Indore,,
2169,Ozonesoft Solutions,1.9,,,Indore,,
2170,M.V.PATEL & CO.,4.8,,,Indore,,
2171,Indus Mega Food Park,3.8, 13 years old ,51-200 Employees , Indore +3 more,,
2172,Jindal Mectec,3.9,, 201-500 Employees , Indore +4 more,,
2173,Shivganga Drillers,2.3, 19 years old ,51-200 Employees , Indore,,
2174,Taurus,3.9,,11-50 Employees (Global) , Indore +13 more,,
2175,Panchsheel Organics,3.3, 35 years old , 51-200 Employees , Indore +2 more, Public ,Pharma 
2176,Usha Intercontinental (India),4.5,,,Indore +10 more,,
2177,Bhavans Prominent School,1.6,,, Indore,,
2178,Premier Biosoft,2.1,,,Indore,,
2179,Techvalens Software Systems,4.6,, 11-50 Employees , Indore,,
2180,Belgium New York,2.1,,201-500 Employees (Global) , Indore,,
2181,Pricebeat Travel,4.9,,,Indore,,
2182,Pratibha Global,4.1,,,Indore +1 more,,
2183,Expert Village Media Technologies,4.9,,11-50 Employees , Indore,,
2184,GSDC,3.5,,,Indore +1 more,,
2185,Study Square,2.7,, 11-50 Employees , Indore +3 more,,
2186,Asha Confectionary SR25,5.0,,,Indore,,
2187,BHASKAR VENKATESH PRODUCTS,4.3,,,Indore +2 more,,
2188,AA Consultants Indore,3.1, 5 years old , 51-200 Employees , Indore +2 more,,
2189,Omre Advisors,4.1,,,Indore +1 more,,
2190,Vista IT Solutions,3.8, 18 years old , 11-50 Employees (Global) , Indore,,
2191,Degree Day,3.4,,,Indore,,
2192,Institute of Engineering and Science - IPS Academy,2.2,,, Indore,,
2193,GATHJOD KING MAKER,3.8,,,Indore,,
2194,Localize a2z,1.5,,1-10 Employees , Indore +1 more,,
2195,Swapnil Shukla,3.5,,,Indore,,
2196,Synergy Education International,4.7,,,Indore,,
2197,Bourgeon Foods LLP,4.6,,,Indore,,
2198,Pallavi Confectionery,4.3,,,Indore,,
2199,QUAUTO Technologies,4.2,,11-50 Employees , Indore,,
2200,Kakaji Auto & Agro,5.0,,,Indore,,
2201,Acretix Software,4.6,, 11-50 Employees , Indore,,
